CUI1,CUI2
"('Initial Usage', 'C1705685')","('Hereditary Diffuse Gastric Adenocarcinoma', 'C4721859')"
"('Therapeutic procedure', 'C0087111')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Biopsy', 'C0005558')","(""Kaposi's sarcoma of extrahepatic bile duct"", 'C2064435')"
"('Patients', 'C0030705')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Similarity', 'C2348205')","('Malignant Testicular Non-Seminomatous Germ Cell Tumor', 'C1334625')"
"('Including (qualifier)', 'C0332257')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('DUOXA1 gene', 'C1824986')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Sarcoma of soft tissue', 'C4551687')","('Pancreatic Endocrine Carcinoma', 'C1328479')"
"('include - SetOperator', 'C1552866')","('Unicystic ameloblastoma', 'C0457521')"
"('Manufactured form', 'C0376315')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Scientific Publication', 'C1704324')","('Astrocytoma of brain', 'C3695127')"
"('Obesity', 'C0028754')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('Include (action)', 'C2700399')","('Astrocytoma of brain', 'C3695127')"
"('United States', 'C0041703')","('Localized Ewing Sarcoma', 'C0863029')"
"('Coughing', 'C0010200')","('Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7', 'C1336401')"
"('Abnormally high', 'C1299351')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Occurrence', 'C2745955')","('Bladder adenocarcinoma stage IV', 'C0855179')"
"('Formation', 'C1522492')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('biopsy characteristics', 'C0220797')","('Extracranial Neuroblastoma', 'C1333499')"
"('Associated with', 'C0332281')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Germ cell tumor', 'C0205851')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Body tissue', 'C0040300')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Malignant neoplasm of lung', 'C0242379')","('Childhood Extragonadal Malignant Germ Cell Tumor', 'C0796665')"
"('Age at menopause', 'C1629609')","('Ampulla of Vater Neuroendocrine Tumor by AJCC v8 Stage', 'C4525620')"
"('Chemotherapy Regimen', 'C0392920')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('Near', 'C1706276')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('How Often Felt Normal question', 'C4553972')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Chicken laying egg for human food', 'C3669471')","('Stage III Adult Immunoblastic Lymphoma', 'C0280164')"
"('gastrointestinal', 'C0521362')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Include (action)', 'C2700399')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Basis - conceptual entity', 'C1527178')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Comparison', 'C1707455')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Urinary Bladder', 'C0005682')","('High Grade Salivary Gland Mucoepidermoid Carcinoma', 'C0279744')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","(""Kaposi's sarcoma of extrahepatic bile duct"", 'C2064435')"
"('<50', 'C3843766')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('Irritation - emotion', 'C2700617')","('Melanomatosis', 'C1334691')"
"('Late', 'C0205087')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Including (qualifier)', 'C0332257')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('Manufactured form', 'C0376315')","('Vaginal Adenoid Cystic Carcinoma', 'C1519912')"
"('Including (qualifier)', 'C0332257')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Body part', 'C0229962')","('Vaginal Adenoma', 'C1519913')"
"('Etiology aspects', 'C0015127')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Loss of appetite (finding)', 'C1971624')","('Metaplastic carcinoma of breast', 'C1334708')"
"('Skeletal bone', 'C0262950')","('Adult Anaplastic Oligodendroglioma', 'C0280790')"
"('various other nasal preparations in ATC', 'C3540761')","('Carcinoma of submandibular gland', 'C0345607')"
"('Ultrasonic Shockwave', 'C0041621')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('2+ Score', 'C2827735')","('Tonsillar Carcinoma', 'C0558355')"
"('survive', 'C0310255')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('Blood', 'C0005767')","('Chest Wall Fibromatosis', 'C1332930')"
"('Symptoms aspect', 'C0683368')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Illness: Cannot describe symptoms', 'C0424596')","('Clinical Stage I Cutaneous Melanoma AJCC v8', 'C4527163')"
"('Blast (physical force)', 'C0337026')","('Stage IV Childhood Non-Hodgkin Lymphoma', 'C2986680')"
"('genome sequencing', 'C1328887')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Cell Differentiation process', 'C0007589')","('GIANT PIGMENTED HAIRY NEVUS', 'C1842036')"
"('*Type - Kind of quantity', 'C1547052')","('Blood Vessel Tumors', 'C4722524')"
"('hand - unit of measure', 'C1552914')","('Benign tumor of eyelid', 'C0339107')"
"('risk factors', 'C0035648')","('Giant cell angiofibroma', 'C1367539')"
"('Pancreatic carcinoma', 'C0235974')","('Childhood Extragonadal Malignant Germ Cell Tumor', 'C0796665')"
"('Study', 'C2603343')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Probability', 'C0033204')","('Refractory Barrett Esophagus', 'C4763736')"
"('Treating', 'C1522326')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('cell growth', 'C0007595')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Unknown', 'C0439673')","('Prostate Lymphoma', 'C1335512')"
"('Teens', 'C1521910')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('cell transformation', 'C0040682')","('Localized Malignant Neoplasm', 'C0796563')"
"('Oral cavity', 'C0226896')","('Pathologic Stage III Cutaneous Melanoma AJCC v8', 'C4527184')"
"('filter information process', 'C1522664')","('Bladder adenocarcinoma stage IV', 'C0855179')"
"('Suspected qualifier', 'C0750491')","('Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL', 'C2919692')"
"('risk factors - observation list', 'C1553898')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Overall Well Being', 'C3813622')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Supportive assistance', 'C1521721')","('Intestinal Neuroendocrine Carcinoma', 'C3272530')"
"('Malignant Neoplasms', 'C0006826')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('Known', 'C0205309')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Importance Weight', 'C1705104')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Relationships', 'C0439849')","('Locally Advanced Lung Non-Small Cell Squamous Carcinoma', 'C4761609')"
"('Involvement with', 'C1314939')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Skeletal system', 'C0037253')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Patient currently pregnant', 'C0549206')","('Cerebral hemangioma', 'C0877388')"
"('Nearly', 'C3828842')","('Ovarian Dermoid Cyst with Squamous Cell Carcinoma', 'C1518710')"
"('Growth action', 'C2911660')","('Engraftment syndrome', 'C0919746')"
"('Present', 'C0150312')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Drink (dietary substance)', 'C0452428')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('Macrophage count', 'C1294065')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Ultrasonic', 'C0220934')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Lung', 'C0024109')","('Locally Advanced Squamous Cell Carcinoma', 'C4727578')"
"('Central', 'C0205099')","('Malignant neoplasm of choroid', 'C0153630')"
"('Usually Need Help from Another Person for Arising', 'C4318616')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Osteosarcoma of bone', 'C0585442')","('Mucinous adenocarcinoma, endocervical type', 'C1266079')"
"('Sufficient', 'C0205410')","('Serous cystadenocarcinoma ovary', 'C0279663')"
"('Immune System Finding', 'C1291764')","('malignant lymphoma of pancreatic lymph nodes', 'C1335307')"
"('Interventional procedure', 'C0184661')","('Clinical Stage I Cutaneous Melanoma AJCC v8', 'C4527163')"
"('include - SetOperator', 'C1552866')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('3+ Score', 'C2827736')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('Increased', 'C0205217')","('Bladder adenocarcinoma stage IV', 'C0855179')"
"('Neoplastic disease', 'C1882062')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('Array Feature', 'C1706388')","('Clinical Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8', 'C4329674')"
"('Childhood Lymphoma', 'C1332979')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Targeted Therapy', 'C2985566')","('Intestinal Neuroendocrine Carcinoma', 'C3272530')"
"('Acute Undifferentiated Leukemia', 'C0280141')","('Lipoma of small intestine', 'C1336001')"
"('Classification', 'C0008902')","('gliosarcoma', 'C0206726')"
"('List', 'C0745732')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('Activation action', 'C1879547')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('dependent', 'C3244310')","('Ampulla of Vater Tubular Adenoma', 'C1332252')"
"('Urethra part', 'C1268129')","('Benign Ovarian Thecoma', 'C1332529')"
"('Reduced', 'C0392756')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Spreading (qualifier value)', 'C0332261')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Order (action)', 'C1705178')","('Airway Hemangioma', 'C1336518')"
"('Condition', 'C0348080')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Malignant neoplasm of thyroid', 'C0007115')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('To', 'C1883351')","('Blood Vessel Tumors', 'C4722524')"
"('Large', 'C0549177')","(""Kaposi's sarcoma of extrahepatic bile duct"", 'C2064435')"
"('incidence of cases', 'C0220856')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Irregular', 'C0205271')","('Ectomesenchymal Chondromyxoid Tumor', 'C4050504')"
"('factor A', 'C0960756')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('radiotherapeutic', 'C0034619')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Case (situation)', 'C0868928')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('10%', 'C3842590')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('Administration procedure', 'C1533734')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Uterine Fibroids', 'C0042133')","('Occult Lung Adenosquamous Carcinoma', 'C1335094')"
"('Experimental Result', 'C2825142')","('Cervical Fibroepithelial Polyp', 'C1516413')"
"('Reduced', 'C0392756')","('Maxillary Sinus Adenoid Cystic Carcinoma', 'C1334643')"
"('Togo', 'C0040363')","('Vaginal Adenoid Cystic Carcinoma', 'C1519912')"
"('Malignant neoplasm of pancreas', 'C0346647')","('Occult Lung Adenosquamous Carcinoma', 'C1335094')"
"('Communicable Diseases', 'C0009450')","('Stage III Gastric Neuroendocrine Tumor AJCC v8', 'C4525587')"
"('Colon <insect>', 'C3888384')","('Papillary squamous cell carcinoma', 'C0334244')"
"('Communication Contact', 'C1705415')","('Precursor B-lymphoblastic lymphoma stage II', 'C0862039')"
"('Include (action)', 'C2700399')","('Mastocytosis', 'C0024899')"
"('Abnormal coordination', 'C0520966')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Digestive Enzymes', 'C0544420')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Firstly', 'C1279901')","('Placental aromatase deficiency', 'C1960540')"
"('Skin Specimen', 'C0444099')","('Secondary malignant neoplasm of lymph node', 'C0686619')"
"('Malignant Neoplasms', 'C0006826')","('Stage 0 Lip Carcinoma', 'C0347082')"
"('Clone', 'C1522642')","('Small cell neuroendocrine carcinoma of bladder', 'C1332564')"
"('Therapeutic procedure', 'C0087111')","('Astrocytoma of brain', 'C3695127')"
"('Type A', 'C4264487')","('Breast Ductal Adenoma', 'C1511307')"
"('multiple pathologies', 'C0679225')","('Multiple Endocrine Neoplasia', 'C0027662')"
"('Referring', 'C0205543')","('Liver Cavernous Hemangioma', 'C0238246')"
"('Entity', 'C1551338')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Obesity', 'C0028754')","('Non-Hodgkin Lymphoma During Pregnancy', 'C0393068')"
"('World Health Organization', 'C0043237')","('Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7', 'C1336401')"
"('Northern Europe', 'C0028413')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Disease Screening', 'C1710031')","('Lipoma of small intestine', 'C1336001')"
"('Combined', 'C0205195')","('Deep Leiomyoma', 'C1333266')"
"('Hepatitis, Chronic', 'C0019189')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Location of Pharyngeal Residue Following Swallowing', 'C4284930')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Type A', 'C4264487')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('Magnetic Resonance Imaging', 'C0024485')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Supine Position', 'C0038846')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Disease', 'C0012634')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Fever symptoms (finding)', 'C0424755')","('Fibroadenoma of breast', 'C0178421')"
"('Cirrhosis', 'C1623038')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Healthy', 'C3898900')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('During', 'C0347984')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Lymphoid neoplasm', 'C0598798')","('ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 2', 'C3888093')"
"('Complete Pharyngeal Contraction', 'C4283785')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Most', 'C0205393')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('risk factors', 'C0035648')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Similarity', 'C2348205')","('Mucosal Melanoma', 'C3898222')"
"('Thyroid Gland', 'C0040132')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('Malignant Neoplasms', 'C0006826')","('Transitional cell carcinoma, spindle cell', 'C0334271')"
"('Species', 'C1705920')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('physiological aspects', 'C0031843')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Age', 'C0001779')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('Cancer Genus', 'C0998265')","('Cartilaginous exostosis', 'C0029423')"
"('Skin cell', 'C0814995')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('Count of entities', 'C0449788')","('Metaplastic carcinoma of breast', 'C1334708')"
"('Severe (severity modifier)', 'C0205082')","('Recurrent Acute Myeloid Leukemia with t (9;11) (p21.3; q23.3); MLLT3-KMT2A', 'C4745016')"
"('status - In progress', 'C1272688')","('Refractory Barrett Esophagus', 'C4763736')"
"('Accidental Falls', 'C0000921')","('Carcinoma of submandibular gland', 'C0345607')"
"('Formations', 'C0439634')","('Temporal Lobe Pleomorphic Xanthoastrocytoma', 'C4744527')"
"('century', 'C0719214')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Areas <moth>', 'C4319729')","('Malignant neoplasm of subglottis', 'C0153485')"
"('Term (temporal)', 'C1515273')","('Female Breast Carcinoma', 'C0007104')"
"('Nausea, CTCAE 5.0', 'C4553767')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('described', 'C1552738')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Surface of skin', 'C1180212')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Occurrence Indicator', 'C4284875')","('Adrenal Rest Tumor', 'C0001630')"
"('Prognostic Factors', 'C1514474')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Glandular stomach', 'C0227197')","('Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma', 'C3272830')"
"('Established', 'C0443211')","('Recurrent Primary Lymphoma of Bone', 'C4763785')"
"('Spreading (qualifier value)', 'C0332261')","('Childhood Central Nervous System Immature Teratoma', 'C1332954')"
"('Cell Device', 'C1704653')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Persons', 'C0027361')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Smoking', 'C0037369')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('Dietary Lead', 'C2348269')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('Tissue Specimen Code', 'C1547928')","('Locally Advanced Carcinoma', 'C4724834')"
"('Experimental Result', 'C2825142')","('Malignant melanoma of eyelid', 'C0339116')"
"('What subject filter - Result', 'C1546471')","('Fibroadenoma of breast', 'C0178421')"
"('Multiple Myeloma', 'C0026764')","('Recurrent Acute Myeloid Leukemia with t (9;11) (p21.3; q23.3); MLLT3-KMT2A', 'C4745016')"
"('Cell Device', 'C1704653')","('Localized Askin Tumor', 'C1321778')"
"('Negation', 'C1518422')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('Malignant Neoplasms', 'C0006826')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Carbohydrate nutrients', 'C3541972')","('Recurrent Acute Myeloid Leukemia with t (9;11) (p21.3; q23.3); MLLT3-KMT2A', 'C4745016')"
"('Well Differentiated', 'C0205615')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Greater', 'C1704243')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Several', 'C0443302')","('Intermediate Soft Tissue Tumor of Uncertain Differentiation', 'C4054705')"
"('System - kit', 'C1553451')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('Base - General Qualifier', 'C1705938')","('Grade 3a Malignant Neoplasm', 'C1333848')"
"('Unknown', 'C0439673')","('Refractory Barrett Esophagus', 'C4763736')"
"('True primary (qualifier value)', 'C0439612')","('Small cell neuroendocrine carcinoma of bladder', 'C1332564')"
"('Poor function', 'C4699164')","('Mixed parotid tumor', 'C0345604')"
"('In addition to', 'C0332287')","('Melanomatosis', 'C1334691')"
"('Abnormally high', 'C1299351')","('Cervical Adenomyoma, Endocervical Type', 'C1516405')"
"('Smaller', 'C0547044')","('Localized Askin Tumor', 'C1321778')"
"('Designated', 'C1524084')","('Recurrent Rhabdomyosarcoma', 'C0278649')"
"('Spread by direct extension', 'C3669041')","('Recurrent Primary Lymphoma of Bone', 'C4763785')"
"('mucosa-associated lymphoid tissue', 'C0599921')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Rate', 'C1521828')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('Widening', 'C0332464')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Smear - instruction imperative', 'C1947932')","('Plexosarcoma', 'C2931518')"
"('active (HL7 RoleLink)', 'C3853793')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Intergroup Rhabdomyosarcoma Clinical Group Extent of Disease', 'C4553144')","('Nasal Type NK/T-Cell Lymphoma by Ann Arbor Stage', 'C4683693')"
"('Body tissue', 'C0040300')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('True Control Status', 'C3274648')","('Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7', 'C1336401')"
"('Use of', 'C1524063')","('Female Breast Carcinoma', 'C0007104')"
"('Tissue Specimen Code', 'C1547928')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Surgical aspects', 'C0038895')","('Breast Apocrine Adenoma', 'C1388299')"
"('Treating', 'C1522326')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('Distention of blood vessel', 'C0424829')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Capillary Action', 'C3202974')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Abdominal Cavity', 'C0230168')","('Engraftment syndrome', 'C0919746')"
"('Entity Determiner - specific', 'C1552740')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('General surgery specialty', 'C1274039')","('Granular Cell Leiomyosarcoma', 'C1333871')"
"('Including (qualifier)', 'C0332257')","('Metastatic Lung Neuroendocrine Neoplasm', 'C4763733')"
"('Pharyngeal structure', 'C0031354')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('disease history', 'C0683519')","('Epithelioid Sarcoma NCI Grade 3', 'C1333425')"
"('Tobacco smoking behavior', 'C0453996')","('Recurrent Uveal Melanoma', 'C0278870')"
"('60%', 'C3842585')","('Brain Tumor, Primary', 'C0750974')"
"('associated disease', 'C0243083')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Survival Rate', 'C0038954')","('Localized Askin Tumor', 'C1321778')"
"('2+ Score, WHO', 'C2981700')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('peritoneal', 'C0442034')","('Malignant neoplasm of olfactory nerve', 'C0496838')"
"('Breast tissue sample', 'C0444070')","('Recurrent Uveal Melanoma', 'C0278870')"
"('chance', 'C0237506')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('soft tissue', 'C0225317')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Have Pain', 'C2984058')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('alone - group size', 'C0679994')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('tumor growth', 'C0598934')","('Childhood Central Nervous System Ganglioneuroblastoma', 'C4086154')"
"('Type - attribute', 'C0332307')","('papillary carcinoma of penis', 'C1335322')"
"('Neuroglia', 'C0027836')","('Hereditary Diffuse Gastric Adenocarcinoma', 'C4721859')"
"('Malignant Neoplasms', 'C0006826')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Neoplasms', 'C0027651')","('Adenocarcinoma of duodenum', 'C0278804')"
"(""Structure of Wharton's jelly"", 'C0230987')","('Gallbladder adenoma', 'C0238137')"
"('Diagnosis Study', 'C1704656')","('Extracranial Neuroblastoma', 'C1333499')"
"('Derivation', 'C1441547')","('Engraftment syndrome', 'C0919746')"
"('Cancer Genus', 'C0998265')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Buildup', 'C2986569')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('Entity Determiner - specific', 'C1552740')","('Breast Ductal Adenoma', 'C1511307')"
"('Main', 'C1542147')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Malignant Neoplasms', 'C0006826')","('Stage III Gastric Neuroendocrine Tumor AJCC v8', 'C4525587')"
"('/40', 'C0439509')","('Grade 1 Clear Cell Renal Cell Carcinoma', 'C1333829')"
"('Country number:Find:Pt:^Patient:Nom', 'C3259240')","('Cancer of Urinary Tract', 'C0751571')"
"('What subject filter - Result', 'C1546471')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Occur (action)', 'C1709305')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Neoplasm Metastasis', 'C0027627')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Myoepithelial', 'C1513794')","('Liver Lymphangioma', 'C3273073')"
"('Tonsil', 'C0836921')","('Locally Advanced Soft Tissue Sarcoma', 'C4727772')"
"('Mesenchymal Stem Cells', 'C1257975')","('Ovarian Dermoid Cyst with Secondary Carcinoma', 'C1518705')"
"('Most', 'C0205393')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Treating', 'C1522326')","('Malignant neoplasm of choroid', 'C0153630')"
"('Specimen Source Codes - tumor', 'C1578706')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Dysuria', 'C0013428')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Major <insect>', 'C4318856')","('Ann Arbor Stage I Childhood Non-Hodgkin Lymphoma', 'C2986677')"
"('LATS1 gene', 'C1367460')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Body tissue', 'C0040300')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('How Often Constipation', 'C4084722')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('Term (lexical)', 'C1705313')","('Squamous cell carcinoma of lip', 'C0280302')"
"('Night sweats', 'C0028081')","('Precursor B-lymphoblastic lymphoma stage II', 'C0862039')"
"('Mutation', 'C0026882')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Confirm', 'C1456348')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Special', 'C0205555')","('Mucosal Melanoma', 'C3898222')"
"('Assortment', 'C2346866')","('Refractory Ependymoma', 'C4687708')"
"('Salivary Gland Neoplasms', 'C0036095')","('Pleomorphic adenoma of parotid gland', 'C0349571')"
"('Cosmetic procedure', 'C0442965')","('benign mature teratoma of pancreas', 'C2063869')"
"('RMS', 'C0722978')","('Malignant neoplasm of gallbladder', 'C0153452')"
"('Order (record artifact)', 'C4284072')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('Dropping', 'C1705648')","('Astrocytoma of brain', 'C3695127')"
"('Females', 'C0086287')","('Malignant Testicular Non-Seminomatous Germ Cell Tumor', 'C1334625')"
"('Malignant Carcinoid Syndrome', 'C0024586')","('Benign neoplasm of thorax', 'C0346440')"
"('Stage Grouping', 'C1519504')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('Biomaterial Treatment', 'C1705169')","('Ichthyosis, X-Linked', 'C0079588')"
"('30%', 'C3842588')","('Uterine Cancer', 'C0153567')"
"('Result', 'C1274040')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Term Birth', 'C0233324')","('Malignant melanoma of eyelid', 'C0339116')"
"('Before values', 'C0740175')","('Leptomeningeal sarcoma', 'C1384416')"
"('Killing', 'C0162388')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('Gene Mutation', 'C0596611')","('Astrocytoma of brain', 'C3695127')"
"('Pharyngeal structure', 'C0031354')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('Disease', 'C0012634')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Precipitating Factors', 'C0032930')","('Testicular cancer metastatic', 'C1096715')"
"('shared attribute', 'C1522138')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Upper Respiratory Infections', 'C0041912')","('Malignant Testicular Non-Seminomatous Germ Cell Tumor', 'C1334625')"
"('Retinoic Acid Response Element', 'C1514917')","('Blepharal carcinoma', 'C0920196')"
"('Decision', 'C0679006')","('Mixed parotid tumor', 'C0345604')"
