CUI1,CUI2
"('Pediatric', 'C1521725')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Indication of (contextual qualifier)', 'C0392360')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Skin Specimen', 'C0444099')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Suspected qualifier', 'C0750491')","('Malignant neoplasm of choroid', 'C0153630')"
"('Morphology, Attenuation, Size, and Structure Criteria', 'C4283905')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Plants', 'C0032098')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('1+', 'C3816745')","('gliosarcoma', 'C0206726')"
"('Salivary Gland Neoplasms', 'C0036095')","('Stage IV Penile Cancer AJCC v7', 'C2987499')"
"('Cumulative', 'C1511559')","('Giant cell angiofibroma', 'C1367539')"
"('Occurrence Indicator', 'C4284875')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Occurrence Indicator', 'C4284875')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('Qualitative form', 'C0348078')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Precancerous Conditions', 'C0032927')","('Lymphomatous Adult T-Cell Leukemia/Lymphoma', 'C1334466')"
"('Therapeutic procedure', 'C0087111')","('Placental aromatase deficiency', 'C1960540')"
"('Name (property) (qualifier value)', 'C4522128')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Inguinal part of abdomen', 'C0816951')","('Activated B-cell type diffuse large B-cell lymphoma', 'C1333296')"
"('64', 'C4517839')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Staging:Finding:Point in time:Cancer.To be specified in another part of the message:Narrative', 'C0804824')","('Grade 1 Clear Cell Renal Cell Carcinoma', 'C1333829')"
"('CDISC SEND Tumor Findings Results Terminology', 'C2981607')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Carcinoma of lung', 'C0684249')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Far East', 'C0015631')","('Hair nevus', 'C0018508')"
"('Organ', 'C0178784')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('Weight Loss, CTCAE', 'C2911645')","('Lymphomatous Adult T-Cell Leukemia/Lymphoma', 'C1334466')"
"('Classification', 'C0008902')","('Cerebral hemangioma', 'C0877388')"
"('Grade', 'C0441800')","('Mucinous neoplasm', 'C1334811')"
"('Immunotherapy', 'C0021083')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Small cell carcinoma of lung', 'C0149925')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Extrinsic', 'C0205101')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('View Tunnel', 'C1116506')","('Airway Hemangioma', 'C1336518')"
"('Neuroblastoma', 'C0027819')","('Undifferentiated Neuroblastoma', 'C1519787')"
"('Symptoms', 'C1457887')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Southern Europe', 'C0037724')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('How Often Nausea', 'C4084796')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Age', 'C0001779')","('Malignant melanoma of eyelid', 'C0339116')"
"('Myeloproliferative disease', 'C0027022')","('Mastocytosis', 'C0024899')"
"('Means', 'C1704970')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('therapeutic aspects', 'C0039798')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Skin', 'C1123023')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Cell Count', 'C0007584')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('eTMF Content Model Code', 'C3889831')","('adenosquamous carcinoma of breast', 'C1510796')"
"('professional occupation status', 'C0679924')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Fever', 'C0015967')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Menstruation', 'C0025344')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Retraction (finding)', 'C0332523')","('Leptomeningeal sarcoma', 'C1384416')"
"('PREVENT (product)', 'C0309872')","('Benign tumor of eyelid', 'C0339107')"
"('Synonym', 'C0871468')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Northern Europe', 'C0028413')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('indolent', 'C0234227')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Tumor Antigens', 'C0041361')","('Breast Ductal Adenoma', 'C1511307')"
"('Tissue Specimen Code', 'C1547928')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Body tissue', 'C0040300')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Only - dosing instruction fragment', 'C1720467')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Formation', 'C1522492')","('Cancer of Urinary Tract', 'C0751571')"
"('depend', 'C0725813')","('Extracranial Neuroblastoma', 'C1333499')"
"('Hormonal', 'C0458083')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Case (situation)', 'C0868928')","('Fourth Ventricle and Brain Stem Ependymal Tumor', 'C4330007')"
"('Have Itch', 'C3641891')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('peripheral blood', 'C0229664')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Age', 'C0001779')","('Lipoma of small intestine', 'C1336001')"
"('Type - attribute', 'C0332307')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Hydrocephalus', 'C0020255')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('shared attribute', 'C1522138')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Symptoms', 'C1457887')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Primary', 'C0205225')","('Blepharal carcinoma', 'C0920196')"
"('Completely - dosing instruction fragment', 'C4554154')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Lacrimal canaliculus structure', 'C0459631')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('throat cancer', 'C0740339')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Left sided', 'C0443246')","('Airway Hemangioma', 'C1336518')"
"('Measured Tumor Identification', 'C3541902')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('research subject screening', 'C1698960')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Degree or extent', 'C0449286')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Code', 'C0805701')","('Testicular cancer metastatic', 'C1096715')"
"('Embryonic tissue', 'C0920502')","('Grade 3a Malignant Neoplasm', 'C1333848')"
"('include - SetOperator', 'C1552866')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Numerous', 'C0439064')","('Anaplastic large cell lymphoma, ALK negative', 'C1332078')"
"('status - In progress', 'C1272688')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Result', 'C1274040')","('Cancer of Urinary Tract', 'C0751571')"
"('More', 'C0205172')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Usually', 'C3888388')","('Female Breast Carcinoma', 'C0007104')"
"('Characteristics', 'C1521970')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('MYELODYSPLASTIC SYNDROME', 'C3463824')","('Angiosarcoma of liver', 'C0345907')"
"('Usual', 'C3538928')","('Recurrent Diffuse Intrinsic Pontine Glioma', 'C4526752')"
"('Present', 'C0150312')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Togo', 'C0040363')","('Undifferentiated Neuroblastoma', 'C1519787')"
"('Contain (action)', 'C2700400')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Initially', 'C0205265')","('Mastocytosis', 'C0024899')"
"('Infection', 'C3714514')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('photoreactivating enzyme activity', 'C2257086')","('Prostate Lymphoma', 'C1335512')"
"('United States', 'C0041703')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Decreased', 'C0205216')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Brain', 'C0006104')","('Placental aromatase deficiency', 'C1960540')"
"('Strong', 'C0442821')","('sarcoma of spinal cord', 'C1336049')"
"('History of previous events', 'C2004062')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Enlarged', 'C0442800')","('Stage III Gastric Neuroendocrine Tumor AJCC v8', 'C4525587')"
"('Area', 'C0205146')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Uterine Fibroids', 'C0042133')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Confirmed by', 'C0521093')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Neuroglia', 'C0027836')","('Extracranial Neuroblastoma', 'C1333499')"
"('Beginning', 'C0439659')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Empty (qualifier)', 'C1880497')","('Malignant melanoma of eyelid', 'C0339116')"
"('Associated topography', 'C2945842')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Persons', 'C0027361')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Very', 'C0442824')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Deep Resection Margin', 'C4318566')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Science of Etiology', 'C1524003')","('Deep Leiomyoma', 'C1333266')"
"('advanced disease', 'C0679246')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Specimen Source Codes - Mucus', 'C1546714')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('CD5L wt Allele', 'C3890193')","('BRCA2 Syndrome', 'C1332443')"
"('Before', 'C0332152')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Human papillomavirus 11', 'C1093046')","('Undifferentiated Neuroblastoma', 'C1519787')"
"('SPINK5 gene', 'C1423506')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Poor - grade value', 'C0542537')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Tryptophanase', 'C0041260')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Frequently', 'C0332183')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Relate - vinyl resin', 'C0163712')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Cavitation', 'C1510420')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('CEL gene', 'C1413336')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('pharmacotherapeutic', 'C0013217')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('South East Asian', 'C0238697')","('Malignant melanoma of eyelid', 'C0339116')"
"('Source of radiation (attribute)', 'C0449418')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Shortened', 'C1282927')","('Malignant melanoma of eyelid', 'C0339116')"
"('Increase', 'C0442805')","('Locally Advanced Soft Tissue Sarcoma', 'C4727772')"
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')","('de novo Myelodysplastic Syndrome', 'C0280451')"
"('Lesion', 'C0221198')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Application procedure', 'C0185125')","('Acute lymphadenitis', 'C0157705')"
"('other medicated shampoos in ATC', 'C3539125')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Cancer Remission', 'C0687702')","('Anaplastic large cell lymphoma, ALK negative', 'C1332078')"
"('General surgery specialty', 'C1274039')","('Malignant melanoma of eyelid', 'C0339116')"
"('Area', 'C0205146')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Normal function', 'C4296962')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Gonadal structure', 'C0018067')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Females', 'C0086287')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('Offspring', 'C0680063')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Term Birth', 'C0233324')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Relocation of home or business', 'C2699029')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Diagnosis', 'C0011900')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Historical aspects qualifier', 'C0019665')","('Testicular cancer metastatic', 'C1096715')"
"('Persons', 'C0027361')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('Two', 'C0205448')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('development aspects', 'C0243107')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Kissing', 'C0233926')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Similarity', 'C2348205')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('Case (situation)', 'C0868928')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('peripheral blood', 'C0229664')","('Atypical Mesothelial Hyperplasia', 'C1711322')"
"('Pain control', 'C1304888')","('Grade 3a Malignant Neoplasm', 'C1333848')"
"('erythropoietin activity', 'C1755594')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('Cancer Biology', 'C1516164')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Mismatch Repair', 'C1155661')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Code System Type - Internal', 'C1553872')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('The Sun', 'C0376223')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Occur (action)', 'C1709305')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Diabetes Mellitus', 'C0011849')","('Intestinal Neuroendocrine Carcinoma', 'C3272530')"
"('Injury cause:Type:Point in time:^Patient:Nominal', 'C0551542')","('Adrenal Rest Tumor', 'C0001630')"
"('Physical shape', 'C0700329')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Decision', 'C0679006')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Entity Determiner - specific', 'C1552740')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Diagnostic Imaging', 'C0011923')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Continuance of life', 'C0038952')","('Testicular cancer metastatic', 'C1096715')"
"('Chemotherapy', 'C3665472')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Near', 'C1706276')","('Stage IV Childhood Non-Hodgkin Lymphoma', 'C2986680')"
"('Human body structure', 'C0460148')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Usually', 'C3888388')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Include (action)', 'C2700399')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Fever, CTCAE', 'C4552740')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Tumor cells, malignant', 'C0334227')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('CDISC SEND Body System Terminology', 'C2981608')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('low exposure', 'C4048187')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Cells', 'C0007634')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('fluid - substance', 'C1704353')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Rest', 'C0035253')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Abnormal Reference Range', 'C2699333')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Menopause present (finding)', 'C0567312')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Entity Determiner - specific', 'C1552740')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Probably', 'C0750492')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Present', 'C0150312')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Devices', 'C0699733')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Neoplasms', 'C0027651')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Insecticides', 'C0021576')","('Undifferentiated Neuroblastoma', 'C1519787')"
"('Pediatrics', 'C0030755')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Further', 'C1517331')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Financial Account', 'C2981730')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Bothered by Nausea', 'C4085862')","('benign mature teratoma of pancreas', 'C2063869')"
"('Endometrial scraping', 'C0404066')","('Heavy Chain Deposition Disease', 'C1333947')"
"(""Bowen's Disease"", 'C0006079')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Known', 'C0205309')","('Stage IV Childhood Non-Hodgkin Lymphoma', 'C2986680')"
"('Premalignant Cell', 'C1514392')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Certain (qualifier value)', 'C0205423')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Administration procedure', 'C1533734')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Neonatal leukemia', 'C0235813')"
"('Management Occupations', 'C3273539')","('Cancer of Urinary Tract', 'C0751571')"
"('Prior Chemotherapy', 'C1514457')","('Cancer of Urinary Tract', 'C0751571')"
"('Exposure to', 'C0332157')","('sarcoma of spinal cord', 'C1336049')"
"('Manufactured form', 'C0376315')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Adrenal Cortex', 'C0001613')","('Blepharal carcinoma', 'C0920196')"
"('inflammatory', 'C0333348')","('Cartilaginous exostosis', 'C0029423')"
"('Age at diagnosis', 'C1828181')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Process (qualifier value)', 'C4521054')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('Lymphoid organ structure', 'C0502330')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Including (qualifier)', 'C0332257')","('Ovarian Carcinoid Tumor', 'C1335153')"
"('Estrogen (disposition)', 'C4542544')","('Ichthyosis, X-Linked', 'C0079588')"
"('Fragment of (qualifier value)', 'C0332255')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Neuroectodermal Tumor, Primitive', 'C0206663')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Diagnosis', 'C0011900')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Abnormal Reference Range', 'C2699333')","('Leptomeningeal sarcoma', 'C1384416')"
"('Two', 'C0205448')","('Adrenal Rest Tumor', 'C0001630')"
"('Pharmacotherapy', 'C0013216')","('Recurrent Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type', 'C4527336')"
"('Initial Usage', 'C1705685')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Physical shape', 'C0700329')","('Cartilaginous exostosis', 'C0029423')"
"('Data operation - complete', 'C3853530')","('Metastatic Lung Small Cell Carcinoma', 'C4744563')"
"('Molecular Mass', 'C3152252')","('adenosquamous carcinoma of breast', 'C1510796')"
"('development aspects', 'C0243107')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Abnormally high', 'C1299351')","('Stage 0 Lip Carcinoma', 'C0347082')"
"('Biomaterial Treatment', 'C1705169')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Intracortical osteosarcoma', 'C1266166')"
"('Removed', 'C0849355')","('Lymphomatous Adult T-Cell Leukemia/Lymphoma', 'C1334466')"
"('Type - attribute', 'C0332307')","('Breast Ductal Adenoma', 'C1511307')"
"('Add - instruction imperative', 'C1883712')","('Grade 1 Clear Cell Renal Cell Carcinoma', 'C1333829')"
"('Type - attribute', 'C0332307')","('Metastatic Malignant Neoplasm in the Sellar Region', 'C4744378')"
"('Case unit dose', 'C1533148')","('Malignant neoplasm of choroid', 'C0153630')"
"('Symptoms', 'C1457887')","('Breast Ductal Adenoma', 'C1511307')"
"('year', 'C0439234')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Polyglandular Type I Autoimmune Syndrome', 'C0085859')","('Testicular cancer metastatic', 'C1096715')"
"('International Classification of Disease for Oncology', 'C1512892')","('Mucinous cystadenofibroma', 'C1377844')"
"('Very Much', 'C2984081')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Necrotic changes (finding)', 'C1334928')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Treatment Epoch', 'C3538994')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Immature Lymphocytes Measurement', 'C3639409')","('BRCA2 Syndrome', 'C1332443')"
"('Divide', 'C0332849')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Caucasoid Race', 'C0007457')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('African American', 'C0085756')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Smear - instruction imperative', 'C1947932')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Lighter device', 'C0336769')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Classes - encounter', 'C4019422')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Oral cavity', 'C0226896')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Treatment Epoch', 'C3538994')","('Fourth Ventricle and Brain Stem Ependymal Tumor', 'C4330007')"
"('Severe (severity modifier)', 'C0205082')","('Advanced Lung Carcinoma', 'C4727088')"
"('Glycation End Products, Advanced', 'C0162574')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Tumor Suppressor Genes', 'C0079427')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Heightened', 'C0442803')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Often - answer to question', 'C4050225')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Specimen Source Codes - tumor', 'C1578706')","('Benign tumor of eyelid', 'C0339107')"
"('Drop Metastasis', 'C1707817')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Combined', 'C0205195')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('macrophage', 'C0024432')","('Stage II Carcinoma of Penis', 'C0854966')"
"('M Protein, multiple myeloma', 'C0700271')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Complication Aspects', 'C1171258')","('Giant cell angiofibroma', 'C1367539')"
"('Symptoms aspect', 'C0683368')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('risk factors', 'C0035648')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Including (qualifier)', 'C0332257')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Dorsal', 'C0205095')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('6/3', 'C1630409')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Age at diagnosis:Time:Pt:^Patient:Qn', 'C3173302')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Extreme', 'C0205403')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Structure of thyroid parafollicular cell', 'C0229579')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Cell (compartment)', 'C1948049')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Neoadjuvant Therapy Clinical Trial Setting', 'C4086621')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Version', 'C0333052')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Neoplasm Metastasis', 'C0027627')","('Childhood Central Nervous System Immature Teratoma', 'C1332954')"
"('High Level', 'C4321237')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Grade IV Childhood Astrocytic Neoplasm', 'C4551547')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Most', 'C0205393')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Doubling Time', 'C2986483')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Malignant neoplasm of breast', 'C0006142')","('Benign neoplasm of thorax', 'C0346440')"
"('treatment - ActInformationManagementReason', 'C3887704')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Possibly Related to Intervention', 'C1705910')","('Neonatal leukemia', 'C0235813')"
"('Hearing examination finding', 'C1455844')","('Liver Cavernous Hemangioma', 'C0238246')"
"('Chemotherapy Regimen', 'C0392920')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Source', 'C0449416')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Treating', 'C1522326')","('Localized Askin Tumor', 'C1321778')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Referring', 'C0205543')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Exclusion', 'C2828389')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Low Level', 'C4321351')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Cosmetic procedure', 'C0442965')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Histology aspects', 'C4048239')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Known', 'C0205309')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Administration procedure', 'C1533734')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('shared attribute', 'C1522138')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('early disease', 'C0679245')","('Cancer of Urinary Tract', 'C0751571')"
"('International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)', 'C1137110')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Corner Plus', 'C1879656')","('papillary carcinoma of penis', 'C1335322')"
"('Malignant Neoplasms', 'C0006826')","('Primary Cutaneous Diffuse Large B-Cell Lymphoma, Other', 'C1709657')"
"('To', 'C1883351')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
