,CUI1,CUI2,label
15933,Neoplastic Smooth Muscle Cell,Hobnail Variant Thyroid Gland Papillary Carcinoma,1
15934,Malignant Stromal Cell,lymphoepithelial squamous cell carcinoma of salivary gland,1
15935,Atypical lymphoblast,Acute myeloid leukemia with mutated NPM1,1
15936,Neoplastic Squamous Cell,Eccrine carcinoma of skin,1
15937,Malignant Stromal Cell,Advanced Hypopharyngeal Squamous Cell Carcinoma,1
15938,Neoplastic Smooth Muscle Cell,Cutaneous Squamous Cell Carcinoma of the Head and Neck,1
15939,Malignant Stromal Cell,Endometrial Large Cell Neuroendocrine Carcinoma,1
15940,Malignant Stromal Cell,Gastroesophageal Junction Small Cell Neuroendocrine Carcinoma,1
15941,Neoplastic Epithelial Cell,Recurrent Hepatosplenic T-Cell Lymphoma,1
15942,Neoplastic Smooth Muscle Cell,Mucoepidermoid Breast Carcinoma,1
15943,Malignant Stromal Cell,Metastatic Squamous Cell Carcinoma of the Nasopharynx,1
15944,Neoplastic Squamous Cell,Adenocarcinoma of salivary gland,1
15945,Neoplastic Smooth Muscle Cell,Metastatic Oral Cavity Carcinoma,1
15946,Neoplastic Smooth Muscle Cell,Stage II Rectal Cancer,1
15947,Neoplastic Smooth Muscle Cell,Thyroid Gland Spindle Cell Tumor with Thymus-Like Differentiation,1
15948,Neoplastic Smooth Muscle Cell,Stage IV Renal Pelvis Cancer AJCC v7,1
15949,Neoplastic Glandular Cell,Esophageal Squamous Cell Carcinoma by AJCC v8 Postneoadjuvant Therapy Stage,1
15950,Neoplastic Smooth Muscle Cell,estrogen-producing adrenal cortical adenoma,1
15951,Malignant Squamous Cell,Squamous cell papilloma of skin,1
15952,Neoplastic Smooth Muscle Cell,Hereditary Prostate Carcinoma,1
15953,Neoplastic Smooth Muscle Cell,Advanced Renal Cell Carcinoma,1
15954,Neoplastic Smooth Muscle Cell,Bladder Non-Invasive Papillary Urothelial Carcinoma,1
15955,Malignant Transitional Cell,lipoma of mediastinum,1
15956,Reed-Sternberg Cells,Primary Intestinal Follicular Lymphoma,1
15957,Neoplastic Sertoli Cell,malignant steroid cell tumor of ovary,1
15958,Malignant Stromal Cell,Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8,1
15959,Neoplastic Smooth Muscle Cell,Gastric Fundus Carcinoma,1
15960,"Tumor cells, malignant",Leiomyomatosis,1
15961,Malignant Stromal Cell,Advanced Adult Hepatocellular Carcinoma,1
15962,Malignant Stromal Cell,Serous surface papillary carcinoma,1
15963,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Precursor B-lymphoblastic lymphoma/leukemia,1
15964,"Tumor cells, malignant","Acanthoma, Pilar Sheath",1
15965,Neoplastic Sex Cord-Stromal Cell,Stage IIC Ovarian Germ Cell Tumor AJCC v6 and v7,1
15966,Malignant Stromal Cell,Thymic Basaloid Carcinoma,1
15967,Poorly Differentiated Neoplastic Astrocyte,Childhood Cerebral Astrocytoma,1
15968,Malignant Squamous Cell,Bile duct adenocarcinoma resectable,1
15969,Malignant Squamous Cell,Hepatocellular Carcinoma by AJCC v8 Stage,1
15970,Malignant Stromal Cell,Sarcomatoid Hepatocellular Carcinoma,1
15971,Neoplastic Smooth Muscle Cell,Jejunal Neuroendocrine Tumor G1,1
15972,Malignant Stromal Cell,Stage I Differentiated Thyroid Gland Carcinoma Under 55 Years AJCC v8,1
15973,Malignant Stromal Cell,Mucoepidermoid carcinoma of parotid gland,1
15974,Neoplastic Smooth Muscle Cell,Metastatic Pharyngeal Carcinoma,1
15975,Neoplastic B-Lymphocyte,Precursor T cell lymphoblastic leukemia/lymphoblastic lymphoma,1
15976,Neoplastic Hematopoietic and Lymphoid Cell,Asbestos-Related Malignant Mesothelioma,1
15977,Neoplastic Smooth Muscle Cell,Stage IIA Rectal Cancer AJCC v7,1
15978,Neoplastic Smooth Muscle Cell,BCLC Stage C Hepatocellular Carcinoma,1
15979,Reed-Sternberg Cells,B-cell lymphoma stage II,1
15980,"Tumor cells, malignant",Conventional Schwannoma,1
15981,Malignant Stromal Cell,Ameloblastic Carcinoma Derived From Odontogenic Cyst,1
15982,Malignant Transitional Cell,Benign Mediastinal Soft Tissue Neoplasm,1
15983,Malignant Stromal Cell,Infiltrating Bladder Urothelial Carcinoma,1
15984,Malignant Stromal Cell,Stage IV Adrenal Cortex Carcinoma AJCC v8,1
15985,Malignant Squamous Cell,Lobular carcinoma in situ of breast,1
15986,Serous Adenocarcinoma Cell,Ovarian Clear Cell Cystadenofibroma,1
15987,Neoplastic Smooth Muscle Cell,Stage II Thymus Epithelial Neoplasm AJCC v8,1
15988,Neoplastic Squamous Cell,Noninfiltrating Intraductal Carcinoma,1
15989,Malignant Stromal Cell,Stage IIIA Fallopian Tube Cancer AJCC v8,1
15990,Malignant Stromal Cell,Nasopharyngeal squamous cell carcinoma stage I,1
15991,Neoplastic Smooth Muscle Cell,Stage IIIB Ovarian Cancer AJCC v8,1
15992,Dysplastic Erythroid Precursor,"Myelodysplastic syndrome, no ICD-O subtype",1
15993,Malignant Transitional Cell,Hard Palate Monomorphic Adenoma,1
15994,Neoplastic Smooth Muscle Cell,Laryngeal Squamous Cell Carcinoma,1
15995,Neoplastic Sex Cord-Stromal Cell,Ovarian Teratoma,1
15996,Malignant Stromal Cell,"Carcinoma, Small Cell",1
15997,Reed-Sternberg Cells,Large B-cell lymphoma with IRF4 rearrangement,1
15998,Neoplastic Smooth Muscle Cell,High Grade Anal Canal Squamous Intraepithelial Neoplasia,1
15999,Atypical lymphoblast,Adult Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB-MYH11,1
16000,Reed-Sternberg Cells,Mycosis Fungoides by AJCC v7 Stage,1
16001,Malignant Large Germ Cell with Abundant Cytoplasm,Pineal Region Immature Teratoma,1
16002,Malignant Stromal Cell,Postneoadjuvant Therapy Stage I Gastric Cancer AJCC v8,1
16003,Malignant Stromal Cell,Carcinoma ex Eccrine Spiradenoma,1
16004,Neoplastic Squamous Cell,"Acinar Prostate Adenocarcinoma, Foamy Gland Variant",1
16005,Neoplastic Squamous Cell,adenocarcinoma of middle ear,1
16006,Malignant Stromal Cell,Unresectable Head and Neck Squamous Cell Carcinoma,1
16007,Neoplastic Smooth Muscle Cell,Stage III Jejunal Neuroendocrine Tumor AJCC v8,1
16008,Malignant Squamous Cell,Warthin-Like Variant Thyroid Gland Papillary Carcinoma,1
16009,Neoplastic Smooth Muscle Cell,Childhood Thyroid Gland Papillary Carcinoma,1
16010,Neoplastic Sex Cord-Stromal Cell,Testicular cancer metastatic,1
16011,Malignant Stromal Cell,Recurrent Submandibular Gland Carcinoma,1
16012,Neoplastic Lymphocyte,Mediastinal Schwannoma,1
16013,Neoplastic Smooth Muscle Cell,Ectopic Cervical Thymoma,1
16014,Neoplastic Smooth Muscle Cell,Stage IIB Fallopian Tube Cancer AJCC v8,1
16015,Neoplastic Smooth Muscle Cell,Locally Advanced Unresectable Prostate Carcinoma,1
16016,Neoplastic Squamous Cell,Bartholin Gland Adenomyoma,1
16017,Malignant Stromal Cell,Postneoadjuvant Therapy Stage III Gastric Cancer AJCC v8,1
16018,Neoplastic B-Lymphocyte,Intestinal T-cell lymphoma stage I,1
16019,Malignant Stromal Cell,Stage II Nasopharyngeal Carcinoma AJCC v7,1
16020,Malignant Stromal Cell,Skin Basal Cell Carcinoma with Adnexal Differentiation,1
16021,Adenocarcinoma Cell,Ovarian serous cystadenofibroma,1
16022,Neoplastic Smooth Muscle Cell,Adrenal Cortex Carcinoma by AJCC v7 Stage,1
16023,Malignant Squamous Cell,Nephrogenic adenofibroma,1
16024,Neoplastic Smooth Muscle Cell,Oropharyngeal squamous cell carcinoma stage III,1
16025,Malignant Stromal Cell,Vulvar adenocarcinoma,1
16026,Malignant Connective and Soft Tissue Cell,Benign neoplasm of pleura,1
16027,Adenocarcinoma Cell,Benign neoplasm of hilus of lung,1
16028,Malignant Squamous Cell,Benign neoplasm of kidney,1
16029,Neoplastic Glial Cell,Nephroblastoma,1
16030,Malignant Stromal Cell,Stage IVA Rectal Cancer AJCC v7,1
16031,Malignant Epithelial Small Cell,Sarcomatoid carcinoma of the lung,1
16032,Malignant Squamous Cell,Bile duct cystadenocarcinoma,1
16033,Malignant Epithelial Cell,Benign Breast Adenomyoepithelioma,1
16034,Neoplastic Smooth Muscle Cell,Pancreatic Mixed Adenoneuroendocrine Carcinoma,1
16035,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Nodal marginal zone B-cell lymphoma stage II,1
16036,Reed-Sternberg Cells,Nodal Peripheral T-Cell Lymphoma of T Follicular Helper Cell Origin,1
16037,Reed-Sternberg Cells,Recurrent Non-Hodgkin Lymphoma,1
16038,Malignant Epithelial Small Cell,Large cell carcinoma with rhabdoid phenotype,1
16039,Reed-Sternberg Cells,Colon Burkitt Lymphoma,1
16040,Neoplastic Smooth Muscle Cell,Somatostatinoma,1
16041,Malignant Squamous Cell,Stage 0 Lung Adenocarcinoma AJCC v6 and v7,1
16042,Malignant Stromal Cell,Vulvar Cellular Angiofibroma,1
16043,Neoplastic Smooth Muscle Cell,Anal carcinoma,1
16044,Neoplastic Lymphocyte,mediastinal lipomatosis,1
16045,Neoplastic Smooth Muscle Cell,Ovarian Retiform Sertoli-Leydig Cell Tumor,1
16046,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Ann Arbor Stage I Grade 2 Follicular Lymphoma,1
16047,Malignant Squamous Cell,Common wart,1
16048,Neoplastic Smooth Muscle Cell,Stage I Duodenal Neuroendocrine Tumor AJCC v8,1
16049,Malignant Stromal Cell,Metastatic Microsatellite Stable Colorectal Carcinoma,1
16050,Malignant Stromal Cell,Rete Testis Adenoma,1
16051,Neoplastic Smooth Muscle Cell,Encapsulated Variant Thyroid Gland Papillary Carcinoma,1
16052,Neoplastic Smooth Muscle Cell,Stage IVA Oropharyngeal Carcinoma AJCC v7,1
16053,Neoplastic Smooth Muscle Cell,Bladder Squamous Papilloma,1
16054,Neoplastic Epithelial Cell with Intracytoplasmic Mucin,Serous Neoplasm,1
16055,Dysplastic Squamous Cell,Pleomorphic lobular carcinoma in situ of breast,1
16056,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Splenic Lymphoplasmacytic Lymphoma,1
16057,Neoplastic Squamous Cell,Tubulocystic renal cell carcinoma,1
16058,Malignant Stromal Cell,Locally Advanced Unresectable Cervical Adenocarcinoma,1
16059,Neoplastic Smooth Muscle Cell,Lung Adenocarcinoma by AJCC v7 Stage,1
16060,Malignant Squamous Cell,"Carcinoma, Lobular",1
16061,Neoplastic Squamous Cell,Pancreatic adenocarcinoma recurrent,1
16062,Malignant Stromal Cell,Tracheal Carcinoma,1
16063,Malignant Stromal Cell,Recurrent Parotid Gland Undifferentiated Carcinoma,1
16064,Neoplastic Squamous Cell,Gastric Intramucosal Adenocarcinoma,1
16065,Reed-Sternberg Cells,Aggressive Adult Non-Hodgkin Lymphoma,1
16066,Neoplastic Smooth Muscle Cell,Functioning Pancreatic Neuroendocrine Tumor G2,1
16067,Neoplastic Squamous Cell,Liver carcinoma,1
16068,"Tumor cells, malignant",Benign Connective and Soft Tissue Neoplasm,1
16069,Ductal Carcinoma Cell,"Invasive Lobular Breast Carcinoma, Signet Ring Variant",1
16070,Malignant Stromal Cell,BCLC Stage D Adult Hepatocellular Carcinoma,1
16071,Neoplastic Epithelial Spindle Cell,"Thymoma, type B3",1
16072,Neoplastic Smooth Muscle Cell,Metastatic Small Intestinal Neuroendocrine Carcinoma,1
16073,Malignant Stromal Cell,Stage II Thyroid Gland Medullary Carcinoma AJCC v8,1
16074,Malignant Stromal Cell,Upper Gingival Squamous Cell Carcinoma,1
16075,Neoplastic Smooth Muscle Cell,Stage IB Lung Adenosquamous Carcinoma AJCC v7,1
16076,"Tumor cells, malignant",Myoblastoma,1
16077,Neoplastic Smooth Muscle Cell,Stage II Colorectal Cancer AJCC v7,1
16078,Serous Adenocarcinoma Cell,Papillary adenofibroma,1
16079,Malignant Epithelial Small Cell,Large cell carcinoma of lung,1
16080,Malignant Connective and Soft Tissue Cell,Benign Pericardial Germ Cell Tumor,1
16081,Malignant Squamous Cell,Bladder Adenocarcinoma,1
16082,Reed-Sternberg Cells,Adult T-cell lymphoma/leukemia refractory,1
16083,Ductal Carcinoma Cell,"Carcinoma, Lobular",1
16084,Malignant Squamous Cell,Uterine Ligament Clear Cell Adenocarcinoma,1
16085,Neoplastic Smooth Muscle Cell,Biliary Intraepithelial Neoplasia-1,1
16086,Neoplastic Smooth Muscle Cell,Stage IV Lip and Oral Cavity Cancer AJCC v8,1
16087,Neoplastic Hematopoietic and Lymphoid Cell,Refractory Malignant Mesothelioma,1
16088,Neoplastic Smooth Muscle Cell,Extrahepatic Bile Duct Neuroendocrine Carcinoma,1
16089,"Tumor cells, malignant",Dartoic myoma,1
16090,Malignant Epithelial Cell,Hidroacanthoma simplex,1
16091,Neoplastic Squamous Cell,Ovarian Surface Papilloma,1
16092,Neoplastic Smooth Muscle Cell,Metastatic Breast Carcinoid Tumor,1
16093,Neoplastic Smooth Muscle Cell,Stage IVA Prostate Cancer AJCC v8,1
16094,Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus,Stage IVA Gestational Trophoblastic Tumor AJCC v7,1
16095,Atypical lymphoblast,Aleukemic Monocytic Leukemia Cutis,1
16096,Malignant Stromal Cell,Stage IA Distal Bile Duct Cancer AJCC v7,1
16097,Neoplastic Smooth Muscle Cell,Thyroid stimulating hormone-producing pituitary tumor,1
16098,Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus,Pineal Region Choriocarcinoma,1
16099,Neoplastic Small to Medium-Sized T-Lymphocyte,Intestinal T-cell lymphoma stage II,1
16100,Malignant Transitional Cell,Chest Wall Fibromatosis,1
16101,"Tumor cells, malignant",Thyroid Gland Follicular Adenoma with Bizarre Nuclei,1
16102,Malignant Stromal Cell,Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8,1
16103,Neoplastic Smooth Muscle Cell,Hindgut Carcinoid Tumor,1
16104,Neoplastic Smooth Muscle Cell,Non-small cell lung cancer stage II,1
16105,Neoplastic Sex Cord-Stromal Cell,Stage IIIA Ovarian Germ Cell Tumor AJCC v6 and v7,1
16106,Neoplastic Squamous Cell,Adenocarcinoma of the prostate stage I,1
16107,Malignant Squamous Cell,Rectal Cribriform Comedo-Type Adenocarcinoma,1
16108,Neoplastic Smooth Muscle Cell,Recurrent Neuroendocrine Neoplasm,1
16109,Malignant Stromal Cell,Pathologic Stage IB Gastroesophageal Junction Adenocarcinoma AJCC v8,1
16110,Neoplastic Smooth Muscle Cell,Advanced Well Differentiated Neuroendocrine Neoplasm,1
16111,Malignant Stromal Cell,Ovarian Fetiform Teratoma,1
16112,"Tumor cells, malignant",Vulvar Seborrheic Keratosis,1
16113,Neoplastic Smooth Muscle Cell,Stage IVA Thymus Epithelial Neoplasm AJCC v8,1
16114,Neoplastic Smooth Muscle Cell,Metastatic Squamous Cell Breast Carcinoma,1
16115,Malignant Stromal Cell,Childhood Paranasal Sinus Carcinoma,1
16116,Neoplastic Smooth Muscle Cell,Hypopharyngeal Carcinoma by AJCC v7 Stage,1
16117,Malignant Stromal Cell,Distal Esophagus Squamous Cell Carcinoma,1
16118,Malignant Squamous Cell,Polyp of middle ear,1
16119,Reed-Sternberg Cells,Breast Diffuse Large B-Cell Lymphoma,1
16120,Adenocarcinoma Cell with Intracytoplasmic Mucin,Ovarian Microcystic Stromal Tumor,1
16121,Serous Adenocarcinoma Cell,Fibroma of prostate,1
16122,Malignant Stromal Cell,Stage IIB Prostate Cancer AJCC v7,1
16123,Malignant Stromal Cell,Fallopian Tube Transitional Cell Carcinoma,1
16124,Malignant Stromal Cell,Head and neck cancer metastatic,1
16125,Reed-Sternberg Cells,Lugano Classification Advanced Stage Adult Non-Hodgkin Lymphoma AJCC v8,1
16126,Neoplastic B-Lymphocyte,Angiocentric lymphoma stage I,1
16127,Neoplastic Smooth Muscle Cell,squamous cell carcinoma of renal pelvis,1
16128,Neoplastic Sex Cord-Stromal Cell,Ovarian Dermoid Cyst with Melanoma,1
16129,Neoplastic Smooth Muscle Cell,"Invasive Lobular Breast Carcinoma, Pleomorphic Variant",1
16130,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Mantle Cell Lymphoma by Ann Arbor Stage,1
16131,Neoplastic Serous Epithelial Cell,Lung Mucinous Cystadenoma,1
16132,"Tumor cells, malignant",Hemangioma of spleen,1
16133,Malignant Stromal Cell,Bilateral Synchronous Sporadic Renal Cell Carcinoma,1
16134,Malignant Squamous Cell,Stage III renal cell cancer,1
16135,Malignant Stromal Cell,Vaginal Mullerian Papilloma,1
16136,Malignant Stromal Cell,Invasive Ductal and Lobular Carcinoma,1
16137,Malignant Squamous Cell,Cholangiocarcinoma non-resectable,1
16138,Spindle Melanoma Cell,Choroid Epithelioid Cell Melanoma,1
16139,Neoplastic Smooth Muscle Cell,Ampulla of Vater Squamous Cell Carcinoma,1
16140,Neoplastic Smooth Muscle Cell,Grade 3 Rectal Adenocarcinoma,1
16141,Malignant Squamous Cell,Stage I Thyroid Gland Papillary Carcinoma 55 Years and Older AJCC v8,1
16142,Neoplastic Sex Cord-Stromal Cell,Testis cancer recurrent,1
16143,Neoplastic Smooth Muscle Cell,Nephrogenic adenofibroma,1
16144,Malignant Stromal Cell,Differentiated Thyroid Gland Carcinoma by AJCC v8 Stage,1
16145,Malignant Stromal Cell,Paget's Disease of the Nipple,1
16146,Neoplastic Glandular Cell,Stage IVB Hypopharyngeal Squamous Cell Carcinoma AJCC v7,1
16147,Neoplastic Smooth Muscle Cell,Adenocarcinoma of large intestine,1
16148,Neoplastic Epithelial Cell with Intracytoplasmic Mucin,Serous cystadenocarcinoma of pancreas,1
16149,Neoplastic Squamous Cell,Inflammatory carcinoma of breast stage III,1
16150,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Refractory Follicular Lymphoma,1
16151,Neoplastic Smooth Muscle Cell,Bladder transitional cell carcinoma stage II,1
16152,Malignant Stromal Cell,Stage IIIA Lung Cancer AJCC v8,1
16153,Malignant Squamous Cell,Stage IVA Thyroid Gland Follicular Carcinoma AJCC v7,1
16154,Dysplastic Squamous Cell,Atypical Ductal Breast Hyperplasia,1
16155,Malignant Squamous Cell,Soft Palate Pleomorphic Adenoma,1
16156,"Tumor cells, malignant",Breast Papillomatosis,1
16157,Neoplastic Germ Cell,Malignant Testicular Sex Cord-Stromal Tumor,1
16158,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Ann Arbor Stage II Grade 3 Non-Contiguous Follicular Lymphoma,1
16159,Reed-Sternberg Cells,Plasmacytoma-Like Post-Transplant Lymphoproliferative Disorder,1
16160,Malignant Stromal Cell,minimally invasive follicular carcinoma of the thyroid gland,1
16161,Neoplastic Smooth Muscle Cell,Stage IVC Thyroid Gland Undifferentiated (Anaplastic) Carcinoma AJCC v8,1
16162,Neoplastic Glandular Cell,Lung squamous cell carcinoma stage II,1
16163,Malignant Squamous Cell,cystadenocarcinoma of intrahepatic bile duct,1
16164,Malignant Stromal Cell,Non-small cell lung cancer recurrent,1
16165,Neoplastic Squamous Cell,"Adenocarcinoma, endocervical type",1
16166,Neoplastic Sertoli Cell,"Thecoma, luteinized",1
16167,Poorly Differentiated Neoplastic Astrocyte,Anaplastic Brain Stem Astrocytoma,1
16168,Neoplastic Glandular Cell,Lower Gingival Squamous Cell Carcinoma,1
16169,Neoplastic Smooth Muscle Cell,Mucoepidermoid carcinoma of skin,1
16170,Neoplastic Smooth Muscle Cell,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Intestinal-Type",1
16171,Neoplastic Smooth Muscle Cell,"Adenoma, Trabecular",1
16172,Malignant Stromal Cell,Stage IIA Colorectal Cancer AJCC v8,1
16173,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Plasmacytoma,1
16174,Neoplastic Smooth Muscle Cell,Stage IV Renal Cell Cancer,1
16175,Malignant Stromal Cell,Nasopharyngeal Carcinoma by AJCC v7 Stage,1
16176,Neoplastic Smooth Muscle Cell,Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8,1
16177,Neoplastic Smooth Muscle Cell,lipid-rich carcinoma of breast,1
16178,Neoplastic Smooth Muscle Cell,Benign Ovarian Thecoma,1
16179,Malignant Epithelial Cell,Thyroid Gland Hyperfunctioning Adenoma,1
16180,Malignant Stromal Cell,Stage IVB Nasal Cavity and Paranasal Sinus Cancer AJCC v7,1
16181,Neoplastic Sex Cord-Stromal Cell,Childhood Choriocarcinoma,1
16182,Malignant Epithelial Cell,Acantholytic acanthoma,1
16183,Malignant Transitional Cell,Hard Palate Monomorphic Adenoma,1
16184,Malignant Stromal Cell,Stage IV Major Salivary Gland Cancer AJCC v7,1
16185,Neoplastic Smooth Muscle Cell,Seminal Vesicle Cystadenoma,1
16186,Neoplastic Smooth Muscle Cell,Stage II Rectal Cancer AJCC v7,1
16187,"Tumor cells, malignant",Cardiac Cavernous Hemangioma,1
16188,Neoplastic Smooth Muscle Cell,"Papillary Carcinoma of the Penis, Not Otherwise Specified",1
16189,Malignant Stromal Cell,Stage IV Thyroid Gland Papillary Carcinoma AJCC v7,1
16190,Malignant Stromal Cell,Pathologic Stage IIB Gastric Cancer AJCC v8,1
16191,Malignant Stromal Cell,Stage II Hypopharyngeal Carcinoma AJCC v6 and v7,1
16192,Malignant Squamous Cell,cystadenocarcinoma of salivary gland,1
16193,Neoplastic Hematopoietic and Lymphoid Cell,Pericardial mesothelioma malignant advanced,1
16194,Malignant Squamous Cell,Cholangiolocellular Carcinoma,1
16195,Malignant Stromal Cell,Adenosquamous cell lung cancer stage I,1
16196,Malignant Stromal Cell,large cell neuroendocrine carcinoma of lung,1
16197,Adenocarcinoma Cell,"Fibro-odontoma, Ameloblastic",1
16198,Neoplastic Smooth Muscle Cell,Biliary Intraepithelial Neoplasia-1,1
16199,Malignant Stromal Cell,Gallbladder Cancer by AJCC v7 Stage,1
16200,Neoplastic Smooth Muscle Cell,Carcinomatosis,1
16201,"Tumor cells, malignant",Lung Mucous Gland Adenoma,1
16202,Neoplastic Smooth Muscle Cell,Lower Gingival Verrucous Carcinoma,1
16203,Neoplastic Hematopoietic and Lymphoid Cell,Stage IB Pleural Malignant Mesothelioma AJCC v8,1
16204,Adenocarcinoma Cell,Ureteric polyp,1
16205,Malignant Stromal Cell,Stage IIIA Hilar Cholangiocarcinoma AJCC v7,1
16206,Neoplastic Smooth Muscle Cell,"Ovarian Leydig Cell Tumor, Not Otherwise Specified",1
16207,Neoplastic Squamous Cell,Villous adenoma of colon,1
16208,"Tumor cells, malignant",HIV lipodystrophy,1
16209,Neoplastic Lymphocyte,Bladder Urothelial Papilloma,1
16210,Serous Adenocarcinoma Cell,"Cervical Adenomyoma, Endometrial Type",1
16211,Malignant Stromal Cell,Recurrent Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma,1
16212,Neoplastic Smooth Muscle Cell,Metastatic Adrenal Cortex Carcinoma,1
16213,Reed-Sternberg Cells,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified by Gene Expression Profile",1
16214,Malignant Stromal Cell,Adenocarcinoma in situ in tubular adenoma,1
16215,Neoplastic Smooth Muscle Cell,Stage IIIA Lung Cancer AJCC v8,1
16216,Neoplastic Glandular Cell,Keratinizing Primary Intraosseous Squamous Cell Carcinoma -Solid Type,1
16217,Neoplastic Smooth Muscle Cell,Stage IV Distal Bile Duct Cancer AJCC v8,1
16218,Neoplastic Smooth Muscle Cell,Pancreatic adenocarcinoma recurrent,1
16219,Neoplastic Sex Cord-Stromal Cell,Cardiac Yolk Sac Tumor,1
16220,Malignant Stromal Cell,FIGO Stage IIIC Ovarian Cancer,1
16221,Malignant Squamous Cell,Acinar Cell Carcinoma,1
16222,Malignant Stromal Cell,Gastric Cancer by AJCC v8 Stage,1
16223,Neoplastic Squamous Cell,Bladder Villous Adenoma,1
16224,Malignant Stromal Cell,Stage IIB Ampulla of Vater Cancer AJCC v7,1
16225,Neoplastic Smooth Muscle Cell,small cell carcinoma of breast,1
16226,Neoplastic Smooth Muscle Cell,Stage III Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma AJCC v6 and v7,1
16227,Neoplastic Squamous Cell,Pancreatic Well Differentiated Ductal Adenocarcinoma,1
16228,Malignant Stromal Cell,Metastatic Squamous Cell Carcinoma of the Nasopharynx,1
16229,Neoplastic Lymphocyte,Cardiac fibroma,1
16230,Neoplastic Smooth Muscle Cell,Supraglottic Squamous Cell Carcinoma,1
16231,Malignant Hyperchromatic Small Epithelial Cell,Metastatic Lung Non-Squamous Non-Small Cell Carcinoma,1
16232,Malignant Stromal Cell,Stage IV Adult Liver Cancer AJCC v7,1
16233,Malignant Connective and Soft Tissue Cell,Right atrial myxoma,1
16234,Neoplastic Squamous Cell,Adenocarcinoma of large intestine,1
16235,Malignant Stromal Cell,Advanced Renal Cell Carcinoma,1
16236,Neoplastic Smooth Muscle Cell,Cholangiocarcinoma recurrent,1
16237,Neoplastic Squamous Cell,Villous adenoma of rectum,1
16238,Adenocarcinoma Cell with Intracytoplasmic Mucin,Benign Ovarian Neoplasm,1
16239,Neoplastic Squamous Cell,Perihilar Intrahepatic Cholangiocarcinoma,1
16240,Neoplastic Smooth Muscle Cell,Lip and Oral Cavity Cancer by AJCC v8 Stage,1
16241,Neoplastic Smooth Muscle Cell,Stage IV Ampulla of Vater Neuroendocrine Tumor AJCC v8,1
16242,Neoplastic Smooth Muscle Cell,Villous adenoma of duodenum,1
16243,Plasmablastic Immunoblast,"Diffuse large B-cell lymphoma, unclassifiable, NOS",1
16244,Malignant Stromal Cell,Refractory Lung Carcinoma,1
16245,Neoplastic Germ Cell,Ovarian Granulosa Cell Tumor,1
16246,Neoplastic Smooth Muscle Cell,Malignant Ovarian Transitional Cell Tumor,1
16247,Malignant Epithelial Cell,Eccrine spiradenoma,1
16248,Neoplastic Smooth Muscle Cell,Metastatic Paraganglioma,1
16249,Neoplastic Smooth Muscle Cell,Ethmoid Sinus Inverted Papilloma,1
16250,Malignant Squamous Cell,Serous surface papillary carcinoma,1
16251,"Tumor cells, malignant",Microfollicular adenoma,1
16252,Malignant Stromal Cell,Gallbladder papillary adenocarcinoma,1
16253,Neoplastic Smooth Muscle Cell,Poorly Differentiated Salivary Gland Squamous Cell Carcinoma,1
16254,Malignant Stromal Cell,Refractory Breast Carcinoma,1
16255,Neoplastic Smooth Muscle Cell,Stage III Appendix Neuroendocrine Tumor AJCC v8,1
16256,Malignant Stromal Cell,Triple-Negative Breast Carcinoma,1
16257,Atypical lymphoblast,Acute Basophilic Leukemia,1
16258,Neoplastic Smooth Muscle Cell,Stage IIA Esophageal Adenocarcinoma AJCC v7,1
16259,Neoplastic Squamous Cell,Well Differentiated Hepatocellular Carcinoma,1
16260,Reed-Sternberg Cells,Recurrent Follicular Lymphoma,1
16261,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Diffuse large B-cell lymphoma associated with chronic inflammation,1
16262,Neoplastic Smooth Muscle Cell,Metanephric adenoma,1
16263,Neoplastic Squamous Cell,Preinvasive Neoplasm of the Ampullary Region,1
16264,Malignant Stromal Cell,Stage IVB Hypopharyngeal Carcinoma AJCC v7,1
16265,Malignant Stromal Cell,Oropharyngeal Carcinoma by AJCC v6 Stage,1
16266,"Tumor cells, malignant",Nevus spilus,1
16267,Neoplastic Germ Cell,Adult Type Testicular Granulosa Cell Tumor,1
16268,Adenocarcinoma Cell with Intracytoplasmic Mucin,Refractory Endometrial Clear Cell Adenocarcinoma,1
16269,Malignant Germ Cell,Central Nervous System Dermoid Cyst,1
