CUI1,CUI2
"('High Mitosis-Karyorrhexis Index', 'C3889660')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Usual', 'C3538928')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('Aggressive behavior', 'C0001807')","('Refractory Pancreatic Neuroendocrine Carcinoma', 'C4527255')"
"('Bone Marrow Cells', 'C0005955')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('metaplastic cell transformation', 'C1510411')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Neoplasms', 'C0027651')","('Borderline Ovarian Serous Cystadenofibroma', 'C1511267')"
"('Carcinoid Tumor', 'C0007095')","('Advanced Gastric Neuroendocrine Carcinoma', 'C4744984')"
"('Differentiation', 'C2945687')","('Chondroblastic osteosarcoma', 'C0279603')"
"('Peripheral Nervous System', 'C0206417')","('Glioblastoma with Primitive Neuronal Component', 'C4289034')"
"('include - SetOperator', 'C1552866')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Adult Glioblastoma', 'C0278878')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('CDISC SEND Tumor Findings Results Terminology', 'C2981607')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('Classification of information', 'C0678229')","('Anaplastic Oligodendroglioma', 'C0280790')"
"('Cancer Genus', 'C0998265')","('Secondary Supratentorial Anaplastic Astrocytoma', 'C1332288')"
"('During', 'C0347984')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Etiology aspects', 'C0015127')","('Glioblastoma multiforme of spinal cord', 'C0559185')"
"('Include (action)', 'C2700399')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('Endocrine Cells', 'C0229525')","('Advanced Small Intestinal Neuroendocrine Carcinoma', 'C4744988')"
"('Basis - conceptual entity', 'C1527178')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Symptoms aspect', 'C0683368')","('insulinoma', 'C0021670')"
"('Telephone Extension Number', 'C1880641')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('Occur (action)', 'C1709305')","('Anaplastic Oligodendroglioma', 'C0280790')"
"('Science of Etiology', 'C1524003')","('Classical Glioblastoma', 'C3827253')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Common wart', 'C0043037')"
"('Lesion', 'C0221198')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Hypothalamic structure', 'C0020663')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('Classification', 'C0008902')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('Early', 'C1279919')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('VIP gene', 'C1366646')","('Pancreatic Vipoma', 'C0011993')"
"('Lower (action)', 'C2003888')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Usual', 'C3538928')","('Gastric Carcinoid Tumor', 'C0349529')"
"('Carbohydrates', 'C0007004')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Common (qualifier value)', 'C0205214')","('Borderline Ovarian Serous Cystadenofibroma', 'C1511267')"
"('Two', 'C0205448')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Type - attribute', 'C0332307')","('Papillary thyroid carcinoma', 'C0238463')"
"('Testing', 'C0039593')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Net (qualifier)', 'C3887809')","('Duodenal Somatostatin-Producing Neuroendocrine Tumor', 'C1333320')"
"('Often - answer to question', 'C4050225')","('Mesenchymal Glioblastoma', 'C3829122')"
"('N not otherwise specified Antibody', 'C0369718')","('Adenoma, Sweat Gland', 'C0019522')"
"('Abnormal Cell Count', 'C3811057')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('Symptoms', 'C1457887')","('insulinoma', 'C0021670')"
"('Epidemiology', 'C0014507')","('gliosarcoma', 'C0206726')"
"('Call (Instruction)', 'C1947967')","('Metastatic Gastric Neuroendocrine Carcinoma', 'C4744983')"
"('Body structure', 'C1268086')","('verrucous carcinoma of esophagus', 'C1333470')"
"('Life Expectancy Less than Twenty Years', 'C4084914')","('Childhood Pilocytic Astrocytoma', 'C1332995')"
"('Neoplasm Metastasis', 'C0027627')","('Childhood Glioblastoma', 'C0280474')"
"('Personality Change', 'C0240735')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Medical Subject Headings', 'C1135584')","('insulinoma', 'C0021670')"
"('Carcinoma of bladder', 'C0699885')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Common (qualifier value)', 'C0205214')","('Metastatic Gastric Neuroendocrine Carcinoma', 'C4744983')"
"('Infrequent', 'C0521114')","('gliosarcoma', 'C0206726')"
"('Have Nausea', 'C2984057')","('Mesenchymal Glioblastoma', 'C3829122')"
"('Sequence Data Type', 'C3272378')","('Borderline Ovarian Endometrioid Cystadenofibroma', 'C1332595')"
"('Sharing (Social Behavior)', 'C0237876')","('Metastatic Gastric Neuroendocrine Carcinoma', 'C4744983')"
"('Use of', 'C1524063')","('Common wart', 'C0043037')"
"('Frequently', 'C0332183')","('Spindle Cell Variant Thyroid Gland Papillary Carcinoma', 'C4744530')"
"('Base - General Qualifier', 'C1705938')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('Secondary Neoplasm', 'C2939419')","('Pancreatic Somatostatinoma', 'C1368041')"
"('Small cell carcinoma of lung', 'C0149925')","('Platinum-Sensitive Lung Small Cell Carcinoma', 'C4764256')"
"('Certainties', 'C0439543')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Togo', 'C0040363')","('Pancreatic Large Cell Neuroendocrine Carcinoma', 'C2987239')"
"('Adverse Event Associated with Vascular', 'C1558950')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Special', 'C0205555')","('Advanced Gastric Neuroendocrine Carcinoma', 'C4744984')"
"('Supportive assistance', 'C1521721')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Anatomic Site', 'C1515974')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('International Classification of Disease for Oncology', 'C1512892')","('Cystadenofibroma', 'C0334317')"
"('Leading', 'C1522538')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Infiltration Route of Drug Administration', 'C1523986')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Feature', 'C2348519')","('Advanced Small Intestinal Large Cell Neuroendocrine Carcinoma', 'C4744990')"
"('depend', 'C0725813')","('Childhood Brain Glioblastoma', 'C4554065')"
"('Entity Determiner - specific', 'C1552740')","('Cystadenofibroma', 'C0334317')"
"('Family history', 'C0241889')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Metastatic malignant neoplasm to brain', 'C0220650')","('Childhood Brain Glioblastoma', 'C4554065')"
"('Primary', 'C0205225')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('Neoplasms', 'C0027651')","('Cystadenofibroma', 'C0334317')"
"('Presentation', 'C0449450')","('Anaplastic Oligoastrocytoma', 'C0431108')"
"('Diagnostic', 'C0348026')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Immune', 'C0439662')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('various allergen extracts', 'C3540765')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('Biliary calculi', 'C0242216')","('Somatostatinoma, malignant', 'C1266015')"
"('Treatment Epoch', 'C3538994')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Usual', 'C3538928')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Africa', 'C0001737')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Primary malignant neoplasm', 'C1306459')","('Metastatic Extraskeletal Myxoid Chondrosarcoma', 'C1708996')"
"('Squamous cell carcinoma', 'C0007137')","('verrucous carcinoma of vagina', 'C1336944')"
"('85', 'C4517892')","('Encapsulated Variant Thyroid Gland Papillary Carcinoma', 'C4744519')"
"('Pseudosarcoma', 'C0545056')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Vomiting', 'C0042963')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('Main', 'C1542147')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('Mint Snuff', 'C0671649')","('Verrucous carcinoma of penis', 'C1336955')"
"('Condyloma', 'C0302180')","('Warty Carcinoma of the Penis', 'C1337009')"
"('Limited stage (cancer stage)', 'C1517886')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Squamous cell carcinoma', 'C0007137')","('verrucous carcinoma of esophagus', 'C1333470')"
"('Metastatic malignant neoplasm to brain', 'C0220650')","('Childhood Glioblastoma', 'C0280474')"
"('Account number:Identifier:Point in time:^Patient:Nominal', 'C2741673')","('Combined Lung Small Cell Carcinoma and Lung Adenocarcinoma', 'C1332165')"
"('Signs and Symptoms', 'C0037088')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Childhood Glioblastoma', 'C0280474')"
"('Diet Code Specification Type - Preference', 'C1549513')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Noninvasive', 'C2986496')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('YWHAE wt Allele', 'C3539662')","('Refractory Cytopenia of Childhood', 'C2826323')"
"('Count Dosing Unit', 'C1705566')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Levels (qualifier value)', 'C0441889')","('Pancreatic Somatostatinoma', 'C1368041')"
"('Image Feature', 'C2346469')","('Metastatic Digestive System Neuroendocrine Tumor G1', 'C3891404')"
"('Bothered by Nausea', 'C4085862')","('Small cell glioblastoma', 'C1272516')"
"('Response process', 'C0871261')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Islet Cell Tumor', 'C0242363')","('Refractory Pancreatic Neuroendocrine Carcinoma', 'C4527255')"
"('Cyst', 'C0010709')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Headache', 'C0018681')","('Recurrent Childhood Gliosarcoma', 'C3897750')"
"('Patient Reported Outcome Stem', 'C4553151')","('Dedifferentiated Solitary Fibrous Tumor', 'C2699572')"
"('Spinal Cord', 'C0037925')","('Childhood Pilocytic Astrocytoma', 'C1332995')"
"('Bed Status - Isolated', 'C1548221')","('Epithelioid glioblastoma', 'C4289580')"
"('Lung', 'C0024109')","('Metastatic Extraskeletal Myxoid Chondrosarcoma', 'C1708996')"
"('Operative Surgical Procedures', 'C0543467')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Possibly Related to Intervention', 'C1705910')","('Combined Lung Small Cell Carcinoma and Lung Adenocarcinoma', 'C1332165')"
"('Non-invasive', 'C0205303')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('various antiseptic throat preparations', 'C3540766')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('Pelvic Pain, CTCAE 5.0', 'C4554551')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('disease transmission', 'C0242781')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Superficial', 'C0205124')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Class', 'C0456387')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Combined', 'C0205195')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Initially', 'C0205265')","('Recurrent Glioblastoma', 'C3897752')"
"('Pure Spanish horse breed (organism)', 'C3669034')","('Stage I Lung Small Cell Carcinoma AJCC v7', 'C1336482')"
"('Persons', 'C0027361')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('Frequently', 'C0332183')","('Papillary serous cystadenocarcinoma', 'C0206701')"
"('Unit', 'C0439148')","('Clear Cell Variant Thyroid Gland Papillary Carcinoma', 'C1707410')"
"('Lung', 'C0024109')","('Metastatic Prostate Small Cell Carcinoma', 'C4763838')"
"('Nausea:Presence or Threshold:Point in time:^Patient:Ordinal', 'C4255480')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Used by', 'C1273517')","('Combined Lung Small Cell Carcinoma and Lung Adenocarcinoma', 'C1332165')"
"('Group A (blood group)', 'C4522145')","('Combined Lung Large Cell Neuroendocrine Carcinoma', 'C1333122')"
"('Block (unit of measure)', 'C2828370')","('Somatostatinoma', 'C0037661')"
"('Symptoms aspect', 'C0683368')","('Brain Stem Glioblastoma', 'C1332610')"
"('Mammary gland', 'C0929301')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Gland', 'C1285092')","('large cell neuroendocrine carcinoma of lung', 'C1334363')"
"('Cholecystokinin', 'C0008328')","('Somatostatinoma', 'C0037661')"
"('Providing (action)', 'C1999230')","('Glioblastoma with Primitive Neuronal Component', 'C4289034')"
"('Term (temporal)', 'C1515273')","('Anal Verrucous Carcinoma', 'C1332278')"
"('To', 'C1883351')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Diagnostic Neoplasm Staging', 'C0027646')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Effective', 'C1704419')","('Adenoma, Sweat Gland', 'C0019522')"
"('diagnosis aspect', 'C1704338')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('Rest', 'C0035253')","('Advanced Gastric Large Cell Neuroendocrine Carcinoma', 'C4744985')"
"('Supply (process)', 'C1561604')","('Epithelioid glioblastoma', 'C4289580')"
"('Vertebrates', 'C0042567')","('malignant gastrinoma of pancreas', 'C1881585')"
"('preference', 'C0558295')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('shared attribute', 'C1522138')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Often - answer to question', 'C4050225')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Usually', 'C3888388')","('Gastric Carcinoid Tumor', 'C0349529')"
"('Case (situation)', 'C0868928')","('Mesenchymal Glioblastoma', 'C3829122')"
"('Occur (action)', 'C1709305')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Cell physiology', 'C0007613')","('Epithelioid glioblastoma', 'C4289580')"
"('biomedical tube device', 'C0175730')","('Stage II Thyroid Gland Papillary Carcinoma Under 55 Years AJCC v8', 'C4683425')"
"('Two', 'C0205448')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('How Much Distress Sweats', 'C4085204')","('Adult Grade III Lymphomatoid Granulomatosis', 'C1541468')"
"('Type A', 'C4264487')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Speaking (activity)', 'C0234856')","('Secondary Supratentorial Anaplastic Astrocytoma', 'C1332288')"
"('Negation', 'C1518422')","('Classical Glioblastoma', 'C3827253')"
"('PSA Level Less than Two', 'C4526661')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Malignant Neoplasms', 'C0006826')","('verrucous carcinoma of esophagus', 'C1333470')"
"('Usually', 'C3888388')","('Cervical Warty Carcinoma', 'C1516436')"
"('Resulting in', 'C0332294')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Frequently', 'C0332183')","('Metastatic Digestive System Neuroendocrine Carcinoma', 'C4744461')"
"('Childhood Astrocytoma', 'C4086152')","('Recurrent Anaplastic Astrocytoma', 'C3897762')"
"('Present', 'C0150312')","('Intermediate Atypical Prostate Carcinoma', 'C4527149')"
"('Feature', 'C2348519')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Connective Tissue', 'C0009780')","('Metastatic Extraskeletal Myxoid Chondrosarcoma', 'C1708996')"
"('Family', 'C0015576')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('School Grade', 'C3244287')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Papillary serous cystadenocarcinoma', 'C0206701')"
"('Unit of Measure', 'C1519795')","('Clear Cell Variant Thyroid Gland Papillary Carcinoma', 'C1707410')"
"('Participation Type - origin', 'C1550512')","('Chondroblastic osteosarcoma', 'C0279603')"
"('General surgery specialty', 'C1274039')","('insulinoma', 'C0021670')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('Insulin [EPC]', 'C1579433')","('insulinoma', 'C0021670')"
"('Calcium', 'C0006675')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Including (qualifier)', 'C0332257')","('Borderline Ovarian Endometrioid Cystadenofibroma', 'C1332595')"
"('Racial group', 'C0034510')","('Metastatic Prostate Small Cell Carcinoma', 'C4763838')"
"('Internal', 'C0205102')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('Cholecystolithiasis', 'C0947622')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Carcinoid Tumor', 'C0007095')","('Metastatic Gastric Neuroendocrine Carcinoma', 'C4744983')"
"('Beginning', 'C0439659')","('Recurrent Childhood Gliosarcoma', 'C3897750')"
"('Increased', 'C0205217')","('insulinoma', 'C0021670')"
"('Histologic', 'C0205462')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Telencephalon', 'C0039452')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('How Much Nausea During This Period', 'C3829611')","('Glioblastoma multiforme of spinal cord', 'C0559185')"
"('Duct Device', 'C1705650')","('Adenoma, Sweat Gland', 'C0019522')"
"('Involvement with', 'C1314939')","('Childhood Gliosarcoma', 'C3899658')"
"('Metastatic Neoplasm', 'C2939420')","('Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7', 'C1336231')"
"('shared attribute', 'C1522138')","('Encapsulated Variant Thyroid Gland Papillary Carcinoma', 'C4744519')"
"('Sarcoma', 'C1261473')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Pancreatic Hormones', 'C0030292')","('Somatostatinoma, malignant', 'C1266015')"
"('Known', 'C0205309')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Rare', 'C0522498')","('Spindle Cell Variant Thyroid Gland Papillary Carcinoma', 'C4744530')"
"('Adult Glioblastoma', 'C0278878')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('Metastatic malignant neoplasm to brain', 'C0220650')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('Attitude', 'C0004271')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('gastrointestinal', 'C0521362')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('penis', 'C0030851')","('Warty Carcinoma of the Penis', 'C1337009')"
"('LATS1 gene', 'C1367460')","('Common wart', 'C0043037')"
"('Term (temporal)', 'C1515273')","('Anaplastic Oligoastrocytoma', 'C0431108')"
"('Renal Cell Carcinoma', 'C0007134')","('Recurrent Pancreatic Neuroendocrine Carcinoma', 'C3897732')"
"('CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS', 'C3540014')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Medical Device Emits Smoke', 'C1881674')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Time', 'C0040223')","('Dedifferentiated Solitary Fibrous Tumor', 'C2699572')"
"('Anemia, CTCAE', 'C4554633')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('Worse', 'C1457868')","('Small cell glioblastoma', 'C1272516')"
"('vasoactive intestinal peptide', 'C0042395')","('Pancreatic Vipoma', 'C0011993')"
"('Early', 'C1279919')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Abnormal cell', 'C0333717')","('Childhood Gliosarcoma', 'C3899658')"
"('Independent of', 'C0332291')","('Carcinosarcoma of ovary', 'C0392998')"
"('Brain', 'C0006104')","('Mesenchymal Glioblastoma', 'C3829122')"
"('True primary (qualifier value)', 'C0439612')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Valid', 'C2349099')","('Oncocytic Variant Thyroid Gland Papillary Carcinoma', 'C1709312')"
"('Brain part', 'C0445620')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Object Class', 'C1518526')","('combined small cell carcinoma of lung', 'C1333125')"
"('Frequently', 'C0332183')","('Glioblastoma multiforme of spinal cord', 'C0559185')"
"('Primary', 'C0205225')","('Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7', 'C1336231')"
"('Financial Account', 'C2981730')","('Cervical Warty Carcinoma', 'C1516436')"
"('<3 (qualifier value)', 'C0439086')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('Wart treatment', 'C0555965')","('Common wart', 'C0043037')"
"('Medical Imaging', 'C0025086')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Progress', 'C1280477')","('Childhood Glioblastoma', 'C0280474')"
"('Cauterization - action', 'C0007471')","('Urethral Verrucous Carcinoma', 'C1519827')"
"('3+ Score', 'C2827736')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('research subject screening', 'C1698960')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Act Class - Attestable unit', 'C1555710')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Classification', 'C0008902')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Have Nausea', 'C2984057')","('Recurrent Glioblastoma', 'C3897752')"
"('Long Variable', 'C1706317')","('Glioblastoma with Primitive Neuronal Component', 'C4289034')"
"('Cattle', 'C0007452')","('Adenoma, Sweat Gland', 'C0019522')"
"('Mammal liver preparation', 'C3486713')","('gliosarcoma', 'C0206726')"
"('Extrinsic', 'C0205101')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('depend', 'C0725813')","('Childhood Glioblastoma', 'C0280474')"
"('Mesenchymal Stem Cells', 'C1257975')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Preoperative', 'C0445204')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Over (spatial)', 'C0205136')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Excretory function', 'C0221102')","('Adenoma, Sweat Gland', 'C0019522')"
"('Most', 'C0205393')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Storage Unit', 'C1704753')","('Clear Cell Variant Thyroid Gland Papillary Carcinoma', 'C1707410')"
"('Skin', 'C1123023')","('Recurrent Merkel Cell Carcinoma', 'C0935808')"
"('Pediculus humanus capitis (eukaryote)', 'C0411280')","('Cystadenofibroma', 'C0334317')"
"('Rapid', 'C0456962')","('Multifocal Glioblastomas', 'C2985170')"
"('What subject filter - Result', 'C1546471')","('Common wart', 'C0043037')"
"('Physical findings', 'C0311392')","('Brain Stem Glioblastoma', 'C1332610')"
"('categorizing', 'C0871968')","('Combined Lung Large Cell Neuroendocrine Carcinoma', 'C1333122')"
"('Time', 'C0040223')","('Cystadenofibroma', 'C0334317')"
"('Physical assessment findings', 'C1509143')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Shapes', 'C0332479')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('How Much Distress Nausea', 'C4085222')","('Brain Glioblastoma', 'C0349543')"
"('Acetic Acids', 'C0000985')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Treatment intent', 'C1292734')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Interruption', 'C1512900')","('Adult Gliosarcoma', 'C1541317')"
"('Primary operation', 'C0439631')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Gastrin', 'C0376180')","('Somatostatinoma', 'C0037661')"
"('pharmacotherapeutic', 'C0013217')","('Metastatic Lung Small Cell Carcinoma', 'C4744563')"
"('obsolete', 'C0521120')","('Anaplastic Oligoastrocytoma', 'C0431108')"
"('Pancreatitis, CTCAE 3.0', 'C1963198')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Array Feature', 'C1706388')","('Duodenal Somatostatin-Producing Neuroendocrine Tumor', 'C1333320')"
"('Aggressive behavior', 'C0001807')","('Recurrent Merkel Cell Carcinoma', 'C0935808')"
"('Limited Lifting Ability', 'C4050251')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Fusion procedure', 'C1293131')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('Symptoms aspect', 'C0683368')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Offspring', 'C0680063')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Borg Category-Ratio 10 Perceived Exertion Score 5', 'C4050466')","('Vulvar Warty Carcinoma', 'C1520102')"
"('Child', 'C0008059')","('Childhood Pilocytic Astrocytoma', 'C1332995')"
"('Conventional (Clear Cell) Renal Cell Carcinoma', 'C0279702')","('Refractory Cytopenia of Childhood', 'C2826323')"
"('Rare', 'C0522498')","('Recurrent Merkel Cell Carcinoma', 'C0935808')"
"('Cancer Genus', 'C0998265')","('Childhood Brain Glioblastoma', 'C4554065')"
"('Improved', 'C0184511')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('GORAB gene', 'C1822658')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Sometimes', 'C1998882')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('Squamous cell carcinoma', 'C0007137')","('Verrucous carcinoma of penis', 'C1336955')"
"('Units Of Measure - lumen', 'C1551056')","('Clear Cell Variant Thyroid Gland Papillary Carcinoma', 'C1707410')"
"('Derivative', 'C1527240')","('Adult Gliosarcoma', 'C1541317')"
"('Neoplasms', 'C0027651')","('Papillary serous cystadenocarcinoma', 'C0206701')"
"('Insulin Secretion', 'C1256369')","('insulinoma', 'C0021670')"
"('Type - attribute', 'C0332307')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Cure (remedy)', 'C1880198')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Hoof', 'C0019908')","('Adenoma, Sweat Gland', 'C0019522')"
"('Neoplasms, Neuroepithelial', 'C0206715')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('Midgut Carcinoid Tumor', 'C1334763')","('Gastric Carcinoid Tumor', 'C0349529')"
"('Sex Cord-Stromal Tumor', 'C0206724')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Axilla', 'C0004454')","('Adenoma, Sweat Gland', 'C0019522')"
"('Milk, Human', 'C0026140')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Target Awareness - partial', 'C1550516')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Suspicious for Malignancy', 'C4050405')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Eating', 'C0013470')","('insulinoma', 'C0021670')"
"('Glioblastoma Multiforme', 'C1621958')","('Mesenchymal Glioblastoma', 'C3829122')"
"('Chemotherapy Regimen', 'C0392920')","('Stage II Lung Small Cell Carcinoma AJCC v7', 'C1336318')"
"('75', 'C4319621')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('Suspected qualifier', 'C0750491')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('CD44 wt Allele', 'C1707101')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
