CUI1,CUI2
"('Related personal status', 'C0445223')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Contrast Media', 'C0009924')","('Granular Cell Leiomyosarcoma', 'C1333871')"
"('Body structure', 'C1268086')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Universal - VocabularyDomainQualifier', 'C1552870')","('Cartilaginous exostosis', 'C0029423')"
"('Secondary Neoplasm', 'C2939419')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Sample Range', 'C2348147')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Vertebrates', 'C0042567')","('BRCA2 Syndrome', 'C1332443')"
"('Division (surgical procedure)', 'C1293097')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Component object', 'C0449432')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('transmission process', 'C1521797')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Present', 'C0150312')","('Stage III Gastric Neuroendocrine Tumor AJCC v8', 'C4525587')"
"('Add - instruction imperative', 'C1883712')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('To', 'C1883351')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Call (Instruction)', 'C1947967')","('Mastocytosis', 'C0024899')"
"('include - SetOperator', 'C1552866')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Usual', 'C3538928')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('IPSS Risk Category Low', 'C4522223')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Antidepressive Agents', 'C0003289')","('Refractory Barrett Esophagus', 'C4763736')"
"('Salivary Glands', 'C0036098')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Living Alone', 'C0439044')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Physical shape', 'C0700329')","('Intracortical osteosarcoma', 'C1266166')"
"('History', 'C0019664')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Before', 'C0332152')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Adult Lymphoma', 'C1332206')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Biopsy', 'C0005558')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('fluid - substance', 'C1704353')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Humor', 'C0020168')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Usual Severity Weight Loss', 'C4084775')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Forecast of outcome', 'C0033325')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Application Context', 'C4281677')","('Ichthyosis, X-Linked', 'C0079588')"
"('Injury due to exposure to external cause', 'C0274281')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Biomaterial Treatment', 'C1705169')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('eTMF Content Model Code', 'C3889831')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('failed', 'C0231175')","('Cancer of Urinary Tract', 'C0751571')"
"('Transformation, function', 'C3714584')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('status - In progress', 'C1272688')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Enlargement procedure', 'C1293134')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('High', 'C0205250')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Hydranencephaly with Renal Aplasia-Dysplasia', 'C1856053')","('de novo Myelodysplastic Syndrome', 'C0280451')"
"('Out (direction)', 'C0439787')","('Blepharal carcinoma', 'C0920196')"
"('Symptoms', 'C1457887')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Act Relationship Type - occurrence', 'C1554210')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Separate', 'C0443299')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Patient Reported Outcome Stem', 'C4553151')","('Leptomeningeal sarcoma', 'C1384416')"
"('Clear cell carcinoma of lung', 'C0345959')","('Adenocarcinoma, Clear Cell', 'C0206681')"
"('Malignant neoplasm of breast', 'C0006142')","('Testicular cancer metastatic', 'C1096715')"
"('Proliferation (morphologic abnormality)', 'C0334094')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Therapeutic radiology procedure', 'C1522449')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Fix', 'C3714578')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Virus', 'C0042776')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Unknown', 'C0439673')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Cerebral Cavernous Hemangioma', 'C1140710')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Tonsil', 'C0836921')","('Tonsillar Carcinoma', 'C0558355')"
"('Occurrence Indicator', 'C4284875')","('Angiosarcoma of liver', 'C0345907')"
"('Occur (action)', 'C1709305')","('Ichthyosis, X-Linked', 'C0079588')"
"('Adult human body', 'C4082212')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Inguinal part of abdomen', 'C0816951')","('Childhood Lymphoma', 'C1332979')"
"('Stains', 'C0038128')","('Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma', 'C0279742')"
"('*Type - Kind of quantity', 'C1547052')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Pleomorphism', 'C4551641')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Malignant neoplasm of urinary bladder', 'C0005684')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Disease', 'C0012634')","('Uterine Cancer', 'C0153567')"
"('Skin lesion', 'C0037284')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('cell growth', 'C0007595')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Intercellular Junctions', 'C0021721')","('Liver Cavernous Hemangioma', 'C0238246')"
"('Mean Percent of Normal', 'C2347086')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Clothing', 'C0009072')","('Diffuse malignant mesothelioma', 'C0392400')"
"('A Codes', 'C0919279')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Malignant neoplasm of lung', 'C0242379')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('adaptive', 'C0231193')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Body tissue', 'C0040300')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('What subject filter - Result', 'C1546471')","('Contact dermatitis due to alkali', 'C0263266')"
"('Malignant Neoplasms', 'C0006826')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Malignant Neoplasms', 'C0006826')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Nevus', 'C0027960')","('GIANT PIGMENTED HAIRY NEVUS', 'C1842036')"
"('Only - dosing instruction fragment', 'C1720467')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Approximate', 'C0332232')","('Adult Fibrolamellar Carcinoma', 'C3900102')"
"('Administration procedure', 'C1533734')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Japanese race', 'C1556094')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('Capsule Shape', 'C1704652')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Frequently', 'C0332183')","('Tonsillar Carcinoma', 'C0558355')"
"('Test Result', 'C0456984')","('Benign neoplasm of thorax', 'C0346440')"
"('Pelvic Pain, CTCAE 5.0', 'C4554551')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('survival aspects', 'C0220921')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Bacteria', 'C0004611')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('What subject filter - Result', 'C1546471')","('Malignant melanoma of eyelid', 'C0339116')"
"('CDISC SDTM Disease Outcome Terminology', 'C3542417')","('Female Breast Carcinoma', 'C0007104')"
"('Links List', 'C1517892')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Variant', 'C0205419')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Patient Discharge', 'C0030685')","('Stage II Carcinoma of Penis', 'C0854966')"
"('What subject filter - Result', 'C1546471')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Offspring', 'C0680063')","('Malignant neoplasm of choroid', 'C0153630')"
"('chronic', 'C0205191')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Slow Growing', 'C4086857')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Digestive Enzymes', 'C0544420')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Grade', 'C0441800')","('Breast Ductal Adenoma', 'C1511307')"
"('Muscle (organ)', 'C4083049')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Uterine Cancer', 'C0153567')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Malignant neoplasm of skin', 'C0007114')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Borg Category-Ratio 10 Perceived Exertion Score 5', 'C4050466')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Cisplatin', 'C0008838')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Acral', 'C0439746')","('Giant cell angiofibroma', 'C1367539')"
"('40%', 'C3842587')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Make - Instruction Imperative', 'C1881534')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Hormone Therapy', 'C0279025')","('Uterine Cancer', 'C0153567')"
"('Portion of urine', 'C2963137')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Precision - second', 'C1561503')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('Spreading (qualifier value)', 'C0332261')","('Blepharal carcinoma', 'C0920196')"
"('Primary', 'C0205225')","('adenosquamous carcinoma of breast', 'C1510796')"
"('How Much Distress Shortness of Breath', 'C4084764')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Scrofula', 'C0036467')","('Acute lymphadenitis', 'C0157705')"
"('Bone Growth', 'C0971859')","('Cartilaginous exostosis', 'C0029423')"
"('Polyvinyl Chloride', 'C0032624')","('Angiosarcoma of liver', 'C0345907')"
"('Physical findings', 'C0311392')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Only - dosing instruction fragment', 'C1720467')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Improved - answer to question', 'C4084203')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Recurrent infections', 'C0239998')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Primary malignant neoplasm', 'C1306459')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('consider', 'C0750591')","('benign mature teratoma of pancreas', 'C2063869')"
"('peripheral blood', 'C0229664')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Probability', 'C0033204')","('Malignant melanoma of eyelid', 'C0339116')"
"('Cancer Genus', 'C0998265')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Latin America', 'C0023122')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Relational and Item-Specific Encoding Task', 'C4321377')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Morning', 'C0332170')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Free (available (qualifier))', 'C1996904')","('BRCA2 Syndrome', 'C1332443')"
"('Arsenic measurement', 'C0373548')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Etiology aspects', 'C0015127')","('Airway Hemangioma', 'C1336518')"
"('Shapes', 'C0332479')","('Cartilaginous exostosis', 'C0029423')"
"('include - SetOperator', 'C1552866')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Age-Years', 'C1510829')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Numbers', 'C0237753')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('Thick', 'C1280412')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Human Cells, Tissues, and Cellular and Tissue-Based Products Screening', 'C4521255')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Biomaterial Treatment', 'C1705169')","('Airway Hemangioma', 'C1336518')"
"('Etiology aspects', 'C0015127')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Common (qualifier value)', 'C0205214')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Disruptive, Impulse Control, and Conduct Disorders', 'C0021122')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Pylorus', 'C0034196')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Receptors, Immunologic', 'C0034817')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Chest pain:Finding:Point in time:^Patient:Ordinal', 'C2926613')","('Refractory Barrett Esophagus', 'C4763736')"
"('General surgery specialty', 'C1274039')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Late', 'C0205087')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('lymph nodes', 'C0024204')","('Recurrent Uveal Melanoma', 'C0278870')"
"('development aspects', 'C0243107')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Retinoic Acid Response Element', 'C1514917')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Screening Study', 'C2348164')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('United States Military Commissioned Officer O4', 'C4521762')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Formation', 'C1522492')","('Adult Fibrolamellar Carcinoma', 'C3900102')"
"('70%', 'C3842584')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Lymphoid Tissue', 'C0024296')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Reflecting', 'C0558058')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Feel Nausea', 'C4552889')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Diagnosis', 'C0011900')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('N not otherwise specified Antibody', 'C0369718')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Pediculus (eukaryote)', 'C0030760')","('Leptomeningeal sarcoma', 'C1384416')"
"('Vestigium', 'C3749582')","('Blepharal carcinoma', 'C0920196')"
"('To', 'C1883351')","('Cancer of Urinary Tract', 'C0751571')"
"('Absent', 'C0332197')","('Placental aromatase deficiency', 'C1960540')"
"('Fever', 'C0015967')","('Cancer of Urinary Tract', 'C0751571')"
"('Tract', 'C1185740')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Same', 'C0445247')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Etiology', 'C1314792')","('Airway Hemangioma', 'C1336518')"
"('Fatigue', 'C0015672')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Abnormal Reference Range', 'C2699333')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Area', 'C0205146')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Pharmacotherapy', 'C0013216')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Tumor cells, malignant', 'C0334227')","('Angiosarcoma of liver', 'C0345907')"
"('Symptoms', 'C1457887')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('biopsy characteristics', 'C0220797')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Representation (action)', 'C1882932')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('More', 'C0205172')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Chemotherapy', 'C3665472')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Feelings', 'C1527305')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Local disease', 'C0277565')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Fish (substance)', 'C4521129')","('Ichthyosis, X-Linked', 'C0079588')"
"('Fasting', 'C0015663')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Body tissue', 'C0040300')","('BRCA2 Syndrome', 'C1332443')"
"('B-Cell Receptor Complex', 'C3816168')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Radiological Exposure Device', 'C4049926')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Bone Pain, CTCAE 5.0', 'C4554063')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Coughing', 'C0010200')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Common (qualifier value)', 'C0205214')","('Tonsillar Carcinoma', 'C0558355')"
"('Result', 'C1274040')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Symptoms', 'C1457887')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Lesion', 'C0221198')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Resulting in', 'C0332294')","('Testicular cancer metastatic', 'C1096715')"
"('Multiply - dosing instruction fragment', 'C1719797')","('Testicular cancer metastatic', 'C1096715')"
"('depend', 'C0725813')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Manufactured form', 'C0376315')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Line Unit of Length', 'C1552960')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('1980s', 'C0681757')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Affect (mental function)', 'C0001721')","('Localized Askin Tumor', 'C1321778')"
"('Microscopes', 'C0181839')","('Adult Fibrolamellar Carcinoma', 'C3900102')"
"('Most', 'C0205393')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Net (qualifier)', 'C3887809')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Time', 'C0040223')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Case unit dose', 'C1533148')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Feel Nausea', 'C4552889')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Tanning of leather', 'C0039295')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Process (qualifier value)', 'C4521054')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Adult Teratoma', 'C1368898')","('benign mature teratoma of pancreas', 'C2063869')"
"('Negative Surgical Margin', 'C1709157')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Leading', 'C1522538')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Have Shortness of Breath question', 'C3274920')","('Diffuse malignant mesothelioma', 'C0392400')"
"('nonspecific', 'C0750540')","('Acute lymphadenitis', 'C0157705')"
"('Increased risk for cancer', 'C3553618')","('Atypical Lobular Breast Hyperplasia', 'C1368920')"
"('ATG5 wt Allele', 'C3541260')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('SLC35G1 gene', 'C3469826')","('Lung squamous cell carcinoma stage I', 'C0854991')"
"('Including (qualifier)', 'C0332257')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('CDISC SDTM Procedure Terminology', 'C3539779')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Lacrimal sac', 'C0229289')","('Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma', 'C0279742')"
"('NCI CTEP SDC Wilms Tumor Sub-Category Terminology', 'C3538905')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Entity Determiner - specific', 'C1552740')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Primary malignant neoplasm', 'C1306459')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Persons', 'C0027361')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Malignant neoplasm of thyroid', 'C0007115')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('activate - Data Operation', 'C3853838')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Rare', 'C0522498')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Manufactured form', 'C0376315')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('Call (Instruction)', 'C1947967')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Function Axis', 'C0700205')","('BRCA2 Syndrome', 'C1332443')"
"('Anatomic Site', 'C1515974')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Supportive assistance', 'C1521721')","('Contact dermatitis due to alkali', 'C0263266')"
"('Divide', 'C0332849')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Corner Plus', 'C1879656')","('Blepharal carcinoma', 'C0920196')"
"('Tired', 'C0557875')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Present', 'C0150312')","('Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma', 'C0279742')"
"('Methods', 'C0025663')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('B-Cell Activation', 'C1155003')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Symptoms aspect', 'C0683368')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Gland', 'C1285092')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Referral placed', 'C1691010')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('65+', 'C3843765')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Spreading (qualifier value)', 'C0332261')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Post', 'C0687676')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Abnormal number of nucleoli', 'C0333740')","('Giant cell angiofibroma', 'C1367539')"
"('Lifetime', 'C4071830')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Main', 'C1542147')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Vasculature', 'C3714653')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('leukemia', 'C0023418')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Version (morphologic abnormality)', 'C2607870')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Cartilage', 'C0007301')","('Granular Cell Leiomyosarcoma', 'C1333871')"
"('include - SetOperator', 'C1552866')","('papillary carcinoma of penis', 'C1335322')"
"('Rare Diseases', 'C0678236')","('Placental aromatase deficiency', 'C1960540')"
"('Japan', 'C0022341')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('United States', 'C0041703')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('fibroma', 'C0016045')","('Giant cell angiofibroma', 'C1367539')"
"('Oral cavity', 'C0226896')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Poor - qualifier', 'C2700379')","('Malignant melanoma of eyelid', 'C0339116')"
"('Acute monocytic leukemia', 'C0023465')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Code', 'C0805701')","('Leptomeningeal sarcoma', 'C1384416')"
"('Squamous cell carcinoma - category', 'C1302853')","('papillary carcinoma of penis', 'C1335322')"
"('Science of Etiology', 'C1524003')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Including (qualifier)', 'C0332257')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Breast Cancer Type 1 Susceptibility Protein Measurement', 'C4050215')","('BRCA2 Syndrome', 'C1332443')"
"('Hodgkin Disease', 'C0019829')","('Childhood Lymphoma', 'C1332979')"
"('Ever told by doctor or nurse that you have high blood pressure:Finding:Point in time:^Patient:Ordinal', 'C2926615')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Initially', 'C0205265')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Telephone Extension Number', 'C1880641')","('Childhood Cerebellar Neoplasm', 'C1332959')"
"('Hormonal', 'C0458083')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Etiology aspects', 'C0015127')","('Malignant neoplasm of thalamus', 'C0346902')"
"('True primary (qualifier value)', 'C0439612')","('Grade 1 Clear Cell Renal Cell Carcinoma', 'C1333829')"
"('Providing presence (regime/therapy)', 'C0392148')","('Atypical Lobular Breast Hyperplasia', 'C1368920')"
"('Cells', 'C0007634')","('BRCA2 Syndrome', 'C1332443')"
"('described', 'C1552738')","('Giant cell angiofibroma', 'C1367539')"
"('X-Ray Computed Tomography', 'C0040405')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Hormone replacement therapy', 'C0282402')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Malignant - descriptor', 'C0205282')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('artesunate', 'C0052432')","('Giant cell angiofibroma', 'C1367539')"
"('Effectiveness', 'C1280519')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Surrounding (qualifier value)', 'C1282914')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('NCI CTEP SDC Acute Myeloid Leukemia Sub-Category Terminology', 'C3541370')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Mechanism Component of Device', 'C1706376')","('Localized Askin Tumor', 'C1321778')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Susceptibility (property) (qualifier value)', 'C1264642')","('BRCA2 Syndrome', 'C1332443')"
"('Used by', 'C1273517')","('Cancer of Urinary Tract', 'C0751571')"
"('Include (action)', 'C2700399')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Varies', 'C1548673')","('Spongiotic dermatitis', 'C0262984')"
"('Nuclear pleomorphism', 'C1518437')","('Angiosarcoma of liver', 'C0345907')"
"('Symptoms aspect', 'C0683368')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('shared attribute', 'C1522138')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Tracheal aspiration', 'C1535528')","('Larynx carcinoma recurrent', 'C0863183')"
"('Breast Carcinoma', 'C0678222')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Cause of death.underlying', 'C4067746')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Immune system', 'C0020962')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Include (action)', 'C2700399')","('Malignant melanoma of eyelid', 'C0339116')"
"('Blood Platelets', 'C0005821')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Compression', 'C0728907')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Show', 'C1547282')","('papillary carcinoma of penis', 'C1335322')"
"('History of previous events', 'C2004062')","('Uterine Cancer', 'C0153567')"
"('Germ cell tumor', 'C0205851')","('Germinoma', 'C0206660')"
"('morphological', 'C0543482')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Entity Name Part Qualifier - birth', 'C1550722')","('Airway Hemangioma', 'C1336518')"
"('Optic Chiasms', 'C0029126')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
