CUI1,CUI2
"('Qualitative form', 'C0348078')",Neoplastic Lipoblast
"('Type - attribute', 'C0332307')",Malignant Cutaneous Basal Cell
"('Firstly', 'C1279901')",Epithelioid Endothelial Cell
"('Entity Determiner - specific', 'C1552740')",Neoplastic Centroblast
"('respiratory', 'C0521346')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Occurrence', 'C2745955')",Neoplastic Stromal Cell
"('More', 'C0205172')",Malignant Syncytiotrophoblastic Giant Cell
"('Monocytes', 'C0026473')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Lung', 'C0024109')",Malignant Neuroendocrine Cell
"('Net (qualifier)', 'C3887809')",Malignant Neuroendocrine Small Cell
"('leukemia', 'C0023418')",Neoplastic Promonocyte
"('Diffuse Large B-Cell Lymphoma', 'C0079744')",Neoplastic B-Lymphocyte
"('Including (qualifier)', 'C0332257')",Hodgkin Cell
"('Fatty acid glycerol esters', 'C0015677')",Neoplastic Melanocyte
"('High', 'C0205250')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Ring Dosing Unit', 'C1882954')",Signet Ring Adenocarcinoma Cell
"('Tryptophanase', 'C0041260')",Immature Malignant Mast Cell
"('Does mobilize', 'C0578718')",Neoplastic Melanocyte
"('cell transformation', 'C0040682')",Plasmablastic Immunoblast
"('PSA Level Greater than Fifty', 'C4084918')",Neoplastic Lymphocyte
"('newly', 'C0750546')",Melanoma Cell
"('Manipulation procedure', 'C0947647')",Neoplastic Neuroepithelial Cell
"('Malignant Rhabdomyoblast', 'C1708904')",Malignant Rhabdomyoblast
"('excessive growth', 'C1398999')",Neoplastic Transitional Cell
"('Togo', 'C0040363')",Neoplastic Fibroblast
"('Muscle Cells', 'C0596981')",Malignant Skeletal Muscle Cell
"('With shape', 'C0522512')",Neoplastic Cuboidal Cell
"('Biologic Preservation', 'C0033085')",Neoplastic Ependymal Cell
"('treatment - ActInformationManagementReason', 'C3887704')",Malignant Syncytiotrophoblastic Giant Cell
"('Pathology report', 'C0807321')",Neoplastic Eosinophilic Precursor
"('Immune System Processes', 'C1817756')",Melanoma Cell
"('Secondary to', 'C0175668')",Neoplastic Granulocyte
"('Topical Chemotherapy', 'C1519552')",Malignant Cutaneous Basal Cell
"('Routine Contract', 'C1705564')",Neoplastic Stellate Cell
"('Enzyme Unit', 'C1880519')",Malignant Smooth Muscle Cell
"('Astrocytes', 'C0004112')",Spider Cell
"('Limited (extensiveness)', 'C0439801')",Neoplastic Fibroblast-Like Cell
"('Inspiration function', 'C0004048')",Spider Cell
"('1+', 'C3816745')",Neoplastic Ependymal Cell
"('Water', 'C0043047')",Eccrine Adenocarcinoma Cell
"('Fasting Status Indicator', 'C2985769')",Neoplastic Connective and Soft Tissue Cell
"('Erythrocytes', 'C0014792')",Neoplastic Myeloid Blast
"('Foreskin of penis', 'C0227952')",Neoplastic Perineurial-Like Cell
"('Neoplasms', 'C0027651')",Malignant Neuroendocrine Cell
"('2+ Score', 'C2827735')",Neoplastic Glial Cell
"('Myoepithelial', 'C1513794')",Malignant Myoepithelial Cell
"('Decision', 'C0679006')",Neoplastic Ependymal Cell
"('Call (Instruction)', 'C1947967')",Secretory Adenocarcinoma Cell
"('Eccrine Poroma', 'C1533161')",Neoplastic Eccrine Cell
"('Immune', 'C0439662')",Epithelioid Endothelial Cell
"('Science of Etiology', 'C1524003')",Malignant Skeletal Muscle Cell
"('Weight Loss, CTCAE', 'C2911645')",Hodgkin Cell
"('Case unit dose', 'C1533148')",Neoplastic Neuroblast
"('Research Activities', 'C0242481')",Leukemic Cell
"('Mycoplasmatales (bacterium)', 'C0026944')",Malignant Small Hyperchromatic Cell
"('Electroplating', 'C0013866')",Atypical Chondrocyte
"('Adenoid Cystic Carcinoma', 'C0010606')",Neoplastic Smooth Muscle Cell
"('Tumor stage', 'C1300072')",Malignant Epithelial Small Cell
"('Functional Relationship', 'C2700217')",Malignant Thyroid Gland Follicular Cell
"('Aggressive behavior', 'C0001807')",Serous Adenocarcinoma Cell
"('Rare Diseases', 'C0678236')",Serous Adenocarcinoma Cell
"('Manufactured sign', 'C0220913')",Melanoma Cell
"('Excessive', 'C0442802')",Plasmablastic Immunoblast
"('Togo', 'C0040363')",Spindle B Melanoma Cell
"('Walls of a building', 'C0677535')",Malignant Smooth Muscle Cell
"('Specimen Source Codes - tumor', 'C1578706')",Neoplastic Small Sex Cord-Stromal Cell
"('Cell (compartment)', 'C1948049')",Malignant Squamous Cell
"('Biologic Preservation', 'C0033085')",Neoplastic Oligodendrocyte
"('% release (qualifier value)', 'C0439180')",Immature Malignant Mast Cell
"('therapeutic aspects', 'C0039798')",Malignant Syncytiotrophoblastic Giant Cell
"('Granulocyte component of blood', 'C4019381')",Neoplastic Hematopoietic and Lymphoid Cell
"('Granulocyte component of blood', 'C4019381')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Occurrence', 'C2745955')",Malignant Skeletal Muscle Cell
"('Arsenic measurement', 'C0373548')",Malignant Primitive Germ Cell
"('Neuroglia', 'C0027836')",Neoplastic Glial Cell
"('Pure Spanish horse breed (organism)', 'C3669034')",Malignant Hyperchromatic Epithelial Cell
"('Tonsil', 'C0836921')",Neoplastic Centroblast
"('Compressing (action)', 'C0332260')",Malignant Hyperchromatic Small Epithelial Cell
"('30%', 'C3842588')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('include - SetOperator', 'C1552866')",Keratinizing Malignant Squamous Cell
"('Shapes', 'C0332479')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Group A (qualifier value)', 'C0441835')",Malignant Neuroendocrine Cell
"('Small', 'C0700321')",Eccrine Adenocarcinoma Cell
"('Vertebrates', 'C0042567')",Neoplastic Parathyroid Gland Cell
"('Structure of lower lobe of lung', 'C0225758')",Malignant Thyroid Gland Follicular Cell
"('Granulocytes Product', 'C4521391')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Adrenal Gland Neoplasms', 'C0001624')",Malignant Adrenal Cortical Cell
"('cell type', 'C0449475')",Spindle Melanocyte
"('Completely - dosing instruction fragment', 'C4554154')",Neoplastic Lipocyte
"('Prevalence aspects', 'C0220900')",Neoplastic Centroblast
"('Immune System Finding', 'C1291764')",Malignant Endothelial Cell
"('2+', 'C3833492')",Neoplastic Neuroepithelial Cell
"('Participation Type - origin', 'C1550512')",Epithelioid Osteoblast
"('Malignant Neoplasms', 'C0006826')",Neoplastic Cell
"('Able (finding)', 'C1299581')",Malignant Smooth Muscle Cell
"('Patterns', 'C0449774')",Neoplastic Squamous Cell
"('Cell Count', 'C0007584')",Malignant Epithelial Cell
"('Negative', 'C0205160')",Neoplastic Melanocyte
"('include - SetOperator', 'C1552866')",Malignant Epithelial Spindle Cell
"('Ovarian Follicle', 'C0018120')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Diffuse Large B-Cell Lymphoma', 'C0079744')",Neoplastic Large B-Lymphocyte
"('Females', 'C0086287')",Malignant Epithelioid Cell
"('Referring', 'C0205543')",Mucin-Producing Malignant Epithelial Cell
"('Increased risk', 'C4699158')",Neoplastic Myeloid Blast
"('Tissue specific', 'C1955394')",Epithelioid Osteoblast
"('ACIN1 gene', 'C1442495')",Neoplastic Acinar Cell
"('Tobacco smoking behavior', 'C0453996')",Serous Adenocarcinoma Cell
"('Carcinoid Tumor', 'C0007095')",Malignant Endocrine Cell
"('Administration procedure', 'C1533734')",Malignant Syncytiotrophoblastic Giant Cell
"('Median Statistical Measurement', 'C0876920')",Neoplastic T-Lymphocyte
"('Cell Device', 'C1704653')",Malignant Spindle Squamous Cell
"('Initiate (source type)', 'C1548602')",Neoplastic Fibroblast
"('Skin', 'C1123023')",Malignant Squamous Cell
"('Retinoic Acid Response Element', 'C1514917')",Neoplastic Lipocyte
"('Tissue Specimen Code', 'C1547928')",Malignant Large Germ Cell with Abundant Cytoplasm
"('Dysuria', 'C0013428')",Malignant Syncytiotrophoblastic Giant Cell
"('Formation', 'C1522492')",Neoplastic Eosinophilic Precursor
"('Specimen Source Codes - tumor', 'C1578706')",Neoplastic Muscle Cell
"('peripheral blood', 'C0229664')",Malignant Cell with Eosinophilic Cytoplasm
"('herpes', 'C0019340')",Giant Cells
"('Primary', 'C0205225')",Neoplastic Monoblast
"('Osteoblasts', 'C0029418')",Atypical Chondrocyte
"('Sunscreening Agents', 'C0038818')",Melanoma Cell
"('Creation', 'C1706214')",Neoplastic Melanocyte
"('Response (communication)', 'C2911692')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Therapeutic procedure', 'C0087111')",Neoplastic Promonocyte
"('Cell (compartment)', 'C1948049')",Malignant Epithelial Spindle Cell
"('Mucous Membrane', 'C0026724')",Neoplastic Connective and Soft Tissue Cell
"('Usually', 'C3888388')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Status post', 'C0231290')",Malignant Mesothelial Cell
"('Stomach structure', 'C3714551')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Endocrine Cells', 'C0229525')",Malignant Endocrine Cell
"('combination of objects', 'C1947911')",Malignant Epithelial Small Cell
"('Cancer Genus', 'C0998265')",Malignant Neuroectodermal Cell
"('Togo', 'C0040363')",Neoplastic Perineurial-Like Cell
"('Overlap', 'C1948020')",Plasmablastic Immunoblast
"('Present', 'C0150312')",Neoplastic Monoblast
"('Unit - NCI Thesaurus Property', 'C3853603')",Malignant Smooth Muscle Cell
"('seen', 'C0205397')",Neoplastic Spindle-Shaped Myofibroblast
"('Synaptic Transmission', 'C0027793')",Neoplastic Neuroepithelial Cell
"('Etiology aspects', 'C0015127')",Spindle B Melanoma Cell
"('Physiological', 'C0205463')",Osteoclast-Like Giant Cell
"('Histology', 'C0019638')",Malignant Osteoblast
"('3+ Score', 'C2827736')",Neoplastic Oligodendrocyte
"('Original', 'C0205313')",Neoplastic Plasma Cell
"('85', 'C4517892')",Lobular Carcinoma Cell
"('Expression (foundation metadata concept)', 'C3854321')",Neoplastic Multinucleated Giant Cell
"('BRCA1 wt Allele', 'C1704743')",Malignant Smooth Muscle Cell
"('Aggressive course', 'C0580822')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('status - In progress', 'C1272688')",Neoplastic Transitional Cell
"('Colorectal Carcinoma', 'C0009402')",Neoplastic Lipocyte
"('Substance amount', 'C1264637')",Neoplastic Eccrine Cell
"('Beginning', 'C0439659')",Neoplastic Stromal Cell
"('Site', 'C0205145')",Neoplastic Fibroblast-Like Cell
"('common types', 'C3242448')",Keratinizing Malignant Squamous Cell
"('S100A1 wt Allele', 'C3274824')",Epithelioid Endothelial Cell
"('Comparison', 'C1707455')",Malignant Small Cell
"('Decision', 'C0679006')",Malignant Transitional Cell
"('Surgical service', 'C0587668')",Malignant Syncytiotrophoblastic Giant Cell
"('Slow progression', 'C1854494')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Primary malignant neoplasm', 'C1306459')",Malignant Epithelial Small Cell
"('Peripheral neuron', 'C0682700')",Neoplastic Glial Cell
"('Ovary', 'C0029939')",Neoplastic Melanocyte
"('B-Lymphocytes', 'C0004561')",Plasmablastic Immunoblast
"('Poor function', 'C4699164')",Malignant Cutaneous Basal Cell
"('Age', 'C0001779')",Malignant Small Cell
"('Malignant Vaginal Neoplasm', 'C0042237')",Keratinizing Malignant Squamous Cell
"('Electricity', 'C0013790')",Neoplastic Glial Cell
"('Substance', 'C0439861')",Immature Malignant Mast Cell
"('potential', 'C3245505')",Malignant Hyperchromatic Small Epithelial Cell
"('Pediculus (eukaryote)', 'C0030760')",Neoplastic Neuroendocrine Polygonal Cell
"('Human body structure', 'C0460148')",Keratinizing Malignant Squamous Cell
"('Neoplasms by Site', 'C0027653')",Malignant Eccrine Cell
"('B-Cell Receptor Complex', 'C3816168')",Abnormal Lymphocyte cell
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')",Malignant Neuroendocrine Small Cell
"('Females', 'C0086287')",Malignant Mesothelial Cell
"('To', 'C1883351')",Neoplastic Glial Cell
"('Including (qualifier)', 'C0332257')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('tumor growth', 'C0598934')",Neoplastic Plasma Cell
"('English Language', 'C0376245')",Abnormal Hematopoietic and Lymphoid Cell
"('Lung', 'C0024109')",Malignant Endocrine Cell
"('Scientific Study', 'C0947630')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Chronic myeloproliferative disorder', 'C1292778')",Neoplastic Promonocyte
"('Slightly (qualifier value)', 'C0750482')",Melanoma Cell
"('Derived value', 'C3245521')",Neoplastic Hematopoietic and Lymphoid Cell
"('Age', 'C0001779')",Neoplastic T-Lymphocyte
"('Categories', 'C0683312')",Malignant Large Germ Cell with Abundant Cytoplasm
"('Daily Living', 'C4552744')",Neoplastic Ependymal Cell
"('Arecaceae', 'C0682477')",Eccrine Adenocarcinoma Cell
"('To', 'C1883351')",Neoplastic Eosinophilic Precursor
"('Burkina Faso', 'C0006409')",Melanoma Cell
"('Occur (action)', 'C1709305')",Malignant Neuroendocrine Large Cell
"('10%', 'C3842590')",Neoplastic Germ Cell
"('Neuroglia', 'C0027836')",Neoplastic Skeletal Muscle Cell
"('Clinical', 'C0205210')",Malignant Hyperchromatic Small Epithelial Cell
"('Count of entities', 'C0449788')",Malignant Squamous Cell
"('Rare', 'C0522498')",Neoplastic Smooth Muscle Cell
"('Leukemia, Myelocytic, Acute', 'C0023467')",Neoplastic Myeloid Blast
"('Then', 'C1883708')",Neoplastic Myeloid Blast
"('Endochondral Ossification', 'C1622923')",Atypical Chondrocyte
"('Femur length', 'C1300812')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Rare', 'C0522498')",Neoplastic Stromal Cell
"('Microglia', 'C0206116')",Neoplastic Glial Cell
"('Caucasians', 'C0043157')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Degree Unit of Plane Angle', 'C2348088')",Malignant Cuboidal Mucous Cell
"('Posterior triangle of neck', 'C0230073')",Type I cell of carotid body
"('Color', 'C0009393')",Spindle B Melanoma Cell
"('Science of Morphology', 'C0700619')",Neoplastic Endothelial Cell
"('Pharmacokinetics: Excretion', 'C2699704')",Eccrine Adenocarcinoma Cell
"('Lymphoid Cell Count', 'C4521224')",Abnormal Hematopoietic and Lymphoid Cell
"('Presentation', 'C0449450')",Spindle B Melanoma Cell
"('Case unit dose', 'C1533148')",Serous Adenocarcinoma Cell
"('Much', 'C4281574')",Eccrine Adenocarcinoma Cell
"('Treatment Epoch', 'C3538994')",Malignant Cutaneous Basal Cell
"('Data operation - complete', 'C3853530')",Malignant Syncytiotrophoblastic Giant Cell
"('Two', 'C0205448')",Hodgkin Cell
"('Occurrence Indicator', 'C4284875')",Adenocarcinoma Cell
"('Natural Killer Cell Count', 'C2363836')",Abnormal Lymphocyte cell
"('Tobacco', 'C0040329')",Neoplastic Spindle-Shaped Myofibroblast
"('Difficult (qualifier value)', 'C0332218')",Neoplastic Perineurial-Like Cell
"('Time (foundation metadata concept)', 'C3541383')",Hemosiderin-laden macrophage
"('Cells', 'C0007634')",Neoplastic Multinucleated Giant Cell
"('include - SetOperator', 'C1552866')",Neoplastic Neuroepithelial Cell
"('White Blood Cell Count procedure', 'C0023508')",Malignant Cell with Eosinophilic Cytoplasm
"('put - instruction imperative', 'C1882509')",Neoplastic Oligodendrocyte
"('Australia', 'C0004340')",Giant Cells
"('Osteoblasts', 'C0029418')",Primitive Mesenchymal Cell
"('Nevus', 'C0027960')",Malignant Lipocyte
"('Malignant - descriptor', 'C0205282')",Malignant Epithelial Small Cell
"('Component object', 'C0449432')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Used by', 'C1273517')",Neoplastic Meningothelial Cell
"('Neurofibromatosis 1', 'C0027831')",Neoplastic Perineurial-Like Cell
"('CONOTRUNCAL ANOMALY FACE SYNDROME', 'C0795907')",Neoplastic Fibroblast
"('CDISC SEND Tumor Findings Results Terminology', 'C2981607')",Neoplastic Epithelial Clear Cell
"('Infrequent', 'C0521114')",Neoplastic Histiocytic and Dendritic Cell
"('Family history', 'C0241889')",Melanoma Cell
"('Human body structure', 'C0460148')",Neoplastic Monoblast
"('Occurrence Indicator', 'C4284875')",Malignant Neuroendocrine Small Cell
"('Skin lesion', 'C0037284')",Spindle A Melanoma Cell
"('Specimen Source Codes - tumor', 'C1578706')",Immature Malignant Mast Cell
"('Include (action)', 'C2700399')",Neoplastic Glial Cell
"('Medical Drop', 'C2347093')",Epithelioid Endothelial Cell
"('Presence of cells', 'C0427850')",Malignant Epithelial Cell
"('Foam drug form', 'C0991510')",Foam Cells
"('Benign neurologic neoplasms', 'C0497550')",Neoplastic Transitional Cell
"('Example', 'C1707959')",Atypical Chondrocyte
"('Human Cells, Tissues, and Cellular and Tissue-Based Products Processing', 'C4521541')",Nevus cell
"('year', 'C0439234')",Malignant Epithelial Small Cell
"('Urinary Diversion', 'C0042020')",Malignant Syncytiotrophoblastic Giant Cell
"('Behavior', 'C0004927')",Neoplastic Plasma Cell
"('Tissue membrane', 'C0025255')",Neoplastic Ganglion Cell
"('Division (action)', 'C2919031')",Neoplastic Ganglion Cell
"('spindle assembly checkpoint', 'C2754376')",Malignant Mesothelial Cell
"('Primary', 'C0205225')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Table Rules - groups', 'C1552839')",Neoplastic Muscle Cell
"('Basophils', 'C0004827')",Neoplastic Hematopoietic and Lymphoid Cell
"('Malignant neoplasm of skin', 'C0007114')",Malignant Cutaneous Basal Cell
"('Formed', 'C0205431')",Osteoclast-Like Giant Cell
"('Specimen Type - Macrophages', 'C1550652')",Hemosiderin-laden macrophage
"('Carcinoma of lung', 'C0684249')",Malignant Squamous Cell
"('suggestion', 'C1705535')",Neoplastic Spindle-Shaped Myofibroblast
"('Case unit dose', 'C1533148')",Neoplastic Chromaffin Cell
"('Stand Device', 'C1704644')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Including (qualifier)', 'C0332257')",Neoplastic Lipocyte
"('glycosylation', 'C0017982')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('With shape', 'C0522512')",Mucin-Producing Malignant Epithelial Cell
"('Ground substance', 'C1253945')",Malignant Osteoblast
"('Age at diagnosis:Time:Pt:^Patient:Qn', 'C3173302')",Neoplastic Lymphocyte
"('Veins', 'C0042449')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Term (temporal)', 'C1515273')",Neoplastic Spindle-Shaped Myofibroblast
"('mucus layer', 'C2753459')",Malignant Goblet-Like Mucous Cell
"('Surgery specialty', 'C0038894')",Neoplastic Eosinophilic Precursor
"('Linear', 'C0205132')",Abnormal Hematopoietic and Lymphoid Cell
"('Simple lobule of cerebellum', 'C2338991')",Neoplastic Eccrine Cell
"('Linear', 'C0205132')",Neoplastic Ganglion Cell
"('The Sun', 'C0376223')",Spindle B Melanoma Cell
"('Multipotent Stem Cells', 'C1136335')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Decision', 'C0679006')",Hodgkin Cell
"('per year', 'C0439508')",Malignant Small Cell
"('health and disease', 'C0679215')",Neoplastic Meningothelial Cell
"('Plants', 'C0032098')",Malignant Primitive Germ Cell
"('Adenocarcinoma of pancreas', 'C0281361')",Serous Adenocarcinoma Cell
"('Neoplasm Metastasis', 'C0027627')",Malignant Adrenal Cortical Cell
"('Basal Cell Cancer', 'C0751676')",Malignant Cutaneous Basal Cell
"('Blood arterial', 'C0229665')",Type I cell of carotid body
"('4+ Answer to question', 'C3838679')",Malignant Small Cell
"('Tissue Specimen Code', 'C1547928')",Malignant Myoepithelial Cell
"('Further', 'C1517331')",Nevus cell
"('Processor Core', 'C1882467')",Abnormal Lymphocyte cell
"('Endocrinology', 'C0014137')",Neoplastic Parathyroid Gland Cell
"('Cartilage Cell', 'C3161470')",Primitive Mesenchymal Cell
"('Usual Severity Weight Loss', 'C4084775')",Malignant Mesothelial Cell
"('Relationships', 'C0439849')",Neoplastic Columnar Epithelial Cell
"('First (number)', 'C0205435')",Spindle B Melanoma Cell
"('Function (attribute)', 'C0542341')",Abnormal Lymphocyte cell
"('Formed', 'C0205431')",Neoplastic Acinar Cell
"('Cell Count', 'C0007584')",Giant Cells
"('Present', 'C0150312')",Abnormal Lymphocyte cell
"('Administrative Division', 'C2919030')",Abnormal Hematopoietic and Lymphoid Cell
"('Mass of body structure', 'C0577559')",Spindle B Melanoma Cell
"('Rare', 'C0522498')",Abnormal Hematopoietic and Lymphoid Cell
"('Gene Expression', 'C0017262')",Neoplastic Endothelial Cell
"('Adult Diffuse Large B-Cell Lymphoma', 'C1332201')",Neoplastic B-Lymphocyte
"('Abnormal Cell Count', 'C3811057')",Neoplastic Histiocytic and Dendritic Cell
"('10%', 'C3842590')",Neoplastic Glial Cell
"('Stage Grouping', 'C1519504')",Neoplastic Transitional Cell
"('Epidermal cells', 'C3496194')",Neoplastic Keratinocyte
"('Nervous system structure', 'C0027763')",Malignant Neuroendocrine Large Cell
"('Development', 'C1527148')",Neoplastic Ganglion Cell
"('Smoking', 'C0037369')",Malignant Syncytiotrophoblastic Giant Cell
"('North America', 'C0028405')",Malignant Syncytiotrophoblastic Giant Cell
"('Gait normal', 'C0231683')",Malignant Skeletal Muscle Cell
"('survive', 'C0310255')",Spindle B Melanoma Cell
"('Cellular', 'C0178539')",Neoplastic Small Neuroepithelial Cell
"('Cell secretion', 'C1327616')",Neoplastic Fibroblast
"('Plumbum metallicum, homeopathic preparation', 'C1442948')",Neoplastic Centroblast
"('biopsy characteristics', 'C0220797')",Malignant Mesothelial Cell
"('Liver', 'C0023884')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Hematopoietic System', 'C0018957')",Neoplastic Fibroblast-Like Cell
"('percent positive cells', 'C0439178')",Malignant Epithelial Cell
"('Contain (action)', 'C2700400')",Malignant Goblet-Like Mucous Cell
"('Molecular Mass', 'C3152252')",Neoplastic Germ Cell
"('histiocytic', 'C0334122')",Neoplastic Osteoblast
"('Area', 'C0205146')",Malignant Goblet-Like Mucous Cell
"('Greeks', 'C0337806')",Neoplastic Columnar Epithelial Cell
"('Phagocytes', 'C0031307')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Cell Count', 'C0007584')",Spindle B Melanoma Cell
"('Electricity', 'C0013790')",Neoplastic Small Neuroepithelial Cell
"('Entity', 'C1551338')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Term (lexical)', 'C1705313')",Adenocarcinoma Cell
"('95', 'C4517906')",Neoplastic Lipoblast
"('Immune', 'C0439662')",Neoplastic Myeloid Cell
"('Skin', 'C1123023')",Neoplastic Connective and Soft Tissue Cell
"('ALK positive large B-cell lymphoma', 'C1333294')",Plasmablastic Immunoblast
"('urinary', 'C1524119')",Malignant Smooth Muscle Cell
"('Body tissue', 'C0040300')",Malignant Syncytiotrophoblastic Giant Cell
"('Activities', 'C0441655')",Neoplastic Myeloid Cell
"('Area', 'C0205146')",Malignant Hyperchromatic Epithelial Cell
"('Entity Determiner - specific', 'C1552740')",Neoplastic Neuroendocrine Polygonal Cell
"('Characterization', 'C1880022')",Neoplastic Osteoblast
"('Age of onset of symptoms:Time:Pt:^Patient:Qn', 'C3175530')",Malignant Syncytiotrophoblastic Giant Cell
"('Three', 'C0205449')",Spindle B Melanoma Cell
"('Age Cohort', 'C2348001')",Epithelioid Endothelial Cell
"('Nerve injury', 'C0161479')",Malignant Lipocyte
"('pharmacotherapeutic', 'C0013217')",Malignant Syncytiotrophoblastic Giant Cell
"('Term Birth', 'C0233324')",Malignant Goblet-Like Mucous Cell
"('75', 'C4319621')",Malignant Skeletal Muscle Cell
"('Myeloid neoplasm', 'C2939461')",Neoplastic Myeloid Blast
"('Locally', 'C1517927')",Neoplastic Stromal Cell
"('Tumor Mass', 'C3273930')",Neoplastic Stromal Cell
"('Bibliographic Reference', 'C1514811')",Malignant Eccrine Cell
"('Senility', 'C0231337')",Neoplastic T-Lymphocyte
"('Biomaterial Treatment', 'C1705169')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('data type - ratio', 'C1547037')",Neoplastic Oligodendrocyte
"('include - SetOperator', 'C1552866')",Neoplastic Lipoblast
"('Togo', 'C0040363')",Malignant Epithelial Cell
"('Condition:Find:Pt:^Patient:Nom', 'C3864998')",Malignant Skeletal Muscle Cell
"('Mass Effect', 'C4086564')",Malignant Hyperchromatic Epithelial Cell
"('Derivation', 'C1441547')",Malignant Neuroectodermal Cell
"('Disease', 'C0012634')",Neoplastic Parathyroid Gland Cell
"('Specimen Source Codes - Respiratory', 'C1546767')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Non-small cell carcinoma', 'C1266002')",Malignant Small Cell
"('Negation', 'C1518422')",Malignant Hyperchromatic Small Epithelial Cell
"('SLC6A2 protein, human', 'C1456447')",Malignant Neuroendocrine Cell
"('Genus equus', 'C1265527')",Eccrine Adenocarcinoma Cell
"('Different', 'C1705242')",Plasmablastic Immunoblast
"('Respiration', 'C0035203')",Neoplastic Oligodendrocyte
"('Memory Consolidation', 'C0679057')",Neoplastic Small Neuroepithelial Cell
"('School Grade', 'C3244287')",Epithelioid Endothelial Cell
"('Due', 'C3146286')",Plasmablastic Immunoblast
"('Human body structure', 'C0460148')",Malignant Neuroendocrine Small Cell
"('Challenge:Type:Point in time:^Patient:Nominal', 'C0798503')",Malignant Epithelioid Cell
"('Basement membrane', 'C0004799')",Neoplastic Smooth Muscle Cell
"('Coloring Excipient', 'C1705245')",Spindle B Melanoma Cell
"('Histopathologic Grade differentiation', 'C1511938')",Malignant Primitive Germ Cell
"('Old', 'C0580836')",Immature Malignant Mast Cell
"('Abnormal Reference Range', 'C2699333')",Neoplastic Plasma Cell
"('Case unit dose', 'C1533148')",Malignant Skeletal Muscle Cell
"('Giant Cells', 'C0017526')",Neoplastic Osteoblast
"('Exocrine gland secretion', 'C0301619')",Neoplastic Stellate Cell
"('Body structure', 'C1268086')",Malignant Squamous Cell
"('Togo', 'C0040363')",Neoplastic Myeloid Cell
"('Mount used', 'C0449878')",Centrocyte-Like Cell
"('Does play', 'C0600138')",Malignant Goblet-Like Mucous Cell
"('Duct Device', 'C1705650')",Eccrine Adenocarcinoma Cell
"('100%', 'C3817553')",Malignant Small Hyperchromatic Cell
"('Gastrointestinal tract structure', 'C0017189')",Malignant Epithelial Small Cell
"('Stem of Organ', 'C1186763')",Neoplastic Meningothelial Cell
"('Present', 'C0150312')",Neoplastic Eosinophilic Precursor
"('Adult', 'C0001675')",Malignant Primitive Germ Cell
"('Primary', 'C0205225')",Epithelioid Osteoblast
"('Persons', 'C0027361')",Neoplastic Granulocyte
"('Stromal Cells', 'C0162597')",Malignant Stromal Cell
"('Tryptophanase', 'C0041260')",Neoplastic Lipocyte
"('Category Type', 'C3899701')",Malignant Large Germ Cell with Abundant Cytoplasm
"('Lacking', 'C0332268')",Mucin-Producing Malignant Epithelial Cell
"('Complement System Proteins', 'C0009498')",Giant Cells
"('Science of Morphology', 'C0700619')",Neoplastic Small Sex Cord-Stromal Cell
"('Earwax', 'C0740486')",Eccrine Adenocarcinoma Cell
"('Medical Devices', 'C0025080')",Melanoma Cell
"('Presentation', 'C0449450')",Malignant Endothelial Cell
"('Hollow shape', 'C0332484')",Malignant Squamous Cell
"('Childhood Soft Tissue Sarcoma', 'C0220645')",Epithelioid Endothelial Cell
"('Respiration', 'C0035203')",Neoplastic Neuroepithelial Cell
"('Life Expectancy Less than Ten Years', 'C4086544')",Neoplastic Myeloid Blast
