CUI1,CUI2,Prediction
Drop (unit of presentation),Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Associated with,Giant cell angiofibroma,1
Increased,Diffuse malignant mesothelioma,1
Experimental Result,Thymic Clear Cell Carcinoma,1
Basis - conceptual entity,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Cells,Intestinal Metaplasia of Bladder Urothelium,1
complex (molecular entity),Recurrent Testicular Lymphoma,1
Anterior,benign mature teratoma of pancreas,1
Normal,Undifferentiated Endocervical Sarcoma,1
Used by,Metastatic Carcinoma in the Lung,1
Table Cell Horizontal Align - left,Acute Undifferentiated Leukemia,1
Cancer Genus,Malignant Testicular Sertoli Cell Tumor,1
High Level,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Childhood Lymphoma,Colorectal High Grade B-Cell Lymphoma,1
Symptoms aspect,papillary carcinoma of penis,1
Formation,FIGO Stage II Ovarian Cancer,1
Death (finding),Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Carcinoma,Metastatic Ductal Breast Carcinoma,1
Common Cold,Acantholytic squamous cell carcinoma,1
Ancestry-Informative Marker,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Neurofibromatosis 1,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Chemotherapy Regimen,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Cancer Genus,Acute lymphadenitis,1
Symptoms aspect,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Remetinostat,Cartilaginous exostosis,1
Mass of body region,Pancreatic Intraepithelial Neoplasia-3,1
Injury due to exposure to external cause,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Increase,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Symptoms aspect,Mastocytosis,1
Cells,Clonal Hematopoiesis of Indeterminate Potential,1
B-Cell Receptor Complex,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Post,Metastatic Carcinoma in the Lung,1
low exposure,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Disease remission,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Interstitial Route of Drug Administration,Digestive System Hodgkin Lymphoma,1
High Mitosis-Karyorrhexis Index,BRCA2 Syndrome,1
Lymphoma,Unfavorable Non-Hodgkin Lymphoma,1
Malignant Childhood Neoplasm,Spermatocytic seminoma,1
Sunscreening Agents,Malignant melanoma of eyelid,1
Including (qualifier),Intracortical osteosarcoma,1
Cure (remedy),Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Layer of dermis,Acantholytic squamous cell carcinoma,1
Type - attribute,Adult Hepatocellular Carcinoma,1
Severe (severity modifier),Breast Ductal Adenoma,1
Calcium Channel Blockers,Refractory Barrett Esophagus,1
radiotherapeutic,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Communicable Diseases,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Present,Atypical Lobular Breast Hyperplasia,1
Cell Count,FIGO Stage II Ovarian Cancer,1
*Type - Kind of quantity,Urethral Carcinoma,1
Rare,Adult Fibrolamellar Carcinoma,1
Tryptophanase,Human Papillomavirus-Related Carcinoma,1
3+ Answer to Question,BRCA2 Syndrome,1
Basis,Advanced Uterine Corpus Carcinosarcoma,1
Row (arrangement),Blepharal carcinoma,1
seen,Pilocytic astrocytoma of cerebellum,1
associated disease,Maxillary Sinus Adenocarcinoma,1
Cystadenoma,Benign Apocrine Neoplasm,1
How Much Distress Vomiting,Choroid Necrotic Melanoma,1
Microplate Well,Blepharal carcinoma,1
Entity Determiner - specific,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Exposure to,Carcinoma of urinary bladder,1
Personal appearance,Breast Ductal Adenoma,1
High Mitosis-Karyorrhexis Index,Recurrent Uveal Melanoma,1
Current (present time),Noninfiltrating Intraductal Carcinoma,1
Free of (attribute),BRCA2 Syndrome,1
Papule,Spongiotic dermatitis,1
Cells,FIGO Stage II Ovarian Cancer,1
Have Been Vomiting,Choroid Necrotic Melanoma,1
Life Expectancy Less than Twenty Years,Pilocytic astrocytoma of cerebellum,1
Characteristics,mucinous adenocarcinoma of gallbladder,1
History of present illness,Recurrent Uveal Melanoma,1
Fasting,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Increased Immunologic Activity [PE],Unresectable Rhabdomyosarcoma,1
Usual Severity Weight Loss,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Derivation,Clonal Hematopoiesis of Indeterminate Potential,1
Low Back Pain,Bladder squamous cell carcinoma stage I,1
Etiology aspects,Familial Adenomatous Polyposis Associated Medulloblastoma,1
High risk,FIGO Stage II Ovarian Cancer,1
Similarity,Testicular cancer metastatic,1
Negation,Giant cell angiofibroma,1
point - UnitsOfMeasure,Human Papillomavirus-Related Carcinoma,1
cell type,Granular Cell Leiomyosarcoma,1
Status post,Acute Undifferentiated Leukemia,1
1+ Score,Leiomyoma of Gallbladder,1
Personal appearance,Carcinoma ex pleomorphic adenoma of parotid gland,1
ASIP wt Allele,Adult Alveolar Soft Part Sarcoma,1
Acute Undifferentiated Leukemia,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Pregnancy,Human Papillomavirus-Related Carcinoma,1
radiotherapeutic,Recurrent Uveal Melanoma,1
Major <insect>,Female Breast Carcinoma,1
Fasting Status Indicator,Unfavorable Non-Hodgkin Lymphoma,1
Mass,Anterior Urethral Malignant Neoplasm,1
To,de novo Myelodysplastic Syndrome,1
Involvement with,gliosarcoma,1
Have Sweats,Methotrexate-Associated Hodgkin Lymphoma,1
High Mitotic Activity,Angiosarcoma of liver,1
Primary,Tonsillar Carcinoma,1
Count of entities,Localized Askin Tumor,1
Image Feature,Stage III Gastric Neuroendocrine Tumor AJCC v8,1
Tumor type,Choroid Necrotic Melanoma,1
Tumor Mass,Intracortical osteosarcoma,1
Science of Etiology,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Infrequent,Malignant melanoma of eyelid,1
Nearly,Human Papillomavirus-Related Carcinoma,1
Thoracic Duct,Digestive System Hodgkin Lymphoma,1
health and disease,Noninfiltrating Intraductal Carcinoma,1
Half,Spermatocytic seminoma,1
Transformation,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Diagnosis,Anterior Urethral Malignant Neoplasm,1
Histopathological aspects,Adult Alveolar Soft Part Sarcoma,1
Scaling,Acantholytic squamous cell carcinoma,1
Biological Response Modifier Therapy,Acantholytic squamous cell carcinoma,1
Malignant Neoplasms,mucinous adenocarcinoma of gallbladder,1
Immunocompromised Host,Tonsillar Carcinoma,1
Presentation,Digestive System Hodgkin Lymphoma,1
Class (taxonomic),Metastatic Carcinoma in the Lung,1
High Mitosis-Karyorrhexis Index,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Primary operation,Recurrent Uveal Melanoma,1
Known,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Beginning,Localized Askin Tumor,1
Abnormally high,Tonsillar Carcinoma,1
Fibroid Tumor,Metastatic Neoplasm to the Gallbladder,1
Mass of body region,Anterior Urethral Malignant Neoplasm,1
Subject Risk,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Fever,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Numerous,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Embryonic Development,Childhood Central Nervous System Immature Teratoma,1
Skin lesion,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Giant Cells,Giant cell angiofibroma,1
Over (spatial),Mucinous adenocarcinoma gastric,1
Similarity,Stage III Gastric Neuroendocrine Tumor AJCC v8,1
Science of Etiology,Choroid Necrotic Melanoma,1
Extension,Noninfiltrating Intraductal Carcinoma,1
Grouped (foundation metadata concept),Localized Askin Tumor,1
Primary malignant neoplasm,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Course,Cancer of Urinary Tract,1
Prevalence aspects,Blepharal carcinoma,1
Special,Thymic Clear Cell Carcinoma,1
Feelings,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Abdominal mass,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Colonic Polyps,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Advanced phase,Endometrial Small Cell Carcinoma,1
Subject is Randomized,Female Breast Carcinoma,1
Plant nodule,Airway Hemangioma,1
Biomaterial Treatment,Diffuse malignant mesothelioma,1
Bibliographic Reference,BRCA2 Syndrome,1
Including (qualifier),Mucinous adenocarcinoma gastric,1
Slightly Able,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Known,Localized Askin Tumor,1
Most,Acute Undifferentiated Leukemia,1
High Mitosis-Karyorrhexis Index,Malignant melanoma of eyelid,1
Swelling,Acute lymphadenitis,1
Line Unit of Length,Acute Undifferentiated Leukemia,1
300,Benign Carotid Body Paraganglioma,1
Fever,Childhood Lymphoma,1
Megakaryoblast Cell Count,Neonatal leukemia,1
Cells,Atypical Lobular Breast Hyperplasia,1
Inflammation,Giant cell angiofibroma,1
Degree or extent,Blepharal carcinoma,1
Cancer Genus,Human Papillomavirus-Related Carcinoma,1
Pain,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Malignant Neoplasms,Choroid Necrotic Melanoma,1
Melanocytic nevus,Recurrent Uveal Melanoma,1
Generation (action),Digestive System Hodgkin Lymphoma,1
Mutation Abnormality,Localized Askin Tumor,1
Symptoms,Methotrexate-Associated Hodgkin Lymphoma,1
Lesion,Human Papillomavirus-Related Carcinoma,1
Term Birth,Adult Alveolar Soft Part Sarcoma,1
Severe (severity modifier),Stage I Adult Non-Hodgkin Lymphoma,1
CD5L wt Allele,Acute Undifferentiated Leukemia,1
Thin skin,Blepharal carcinoma,1
71,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Diagnosis,Unfavorable Non-Hodgkin Lymphoma,1
Free (available (qualifier)),Breast Ductal Adenoma,1
Staging:Finding:Point in time:Cancer.To be specified in another part of the message:Narrative,Bladder squamous cell carcinoma stage I,1
Appearance Distress Question,Breast Ductal Adenoma,1
Progress,Acute Undifferentiated Leukemia,1
Old,benign mature teratoma of pancreas,1
CD69 wt Allele,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
White Blood Cell Count procedure,Acute Undifferentiated Leukemia,1
Subject is Randomized,Breast Ductal Adenoma,1
*Type - Kind of quantity,Lung squamous cell carcinoma stage I,1
10%,Mucinous adenocarcinoma gastric,1
Basis - conceptual entity,Acantholytic squamous cell carcinoma,1
Carcinoma of lung,Testicular cancer metastatic,1
Diagnosis,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Disruptive,Malignant Neoplasm of Lung - Multiple Primary Sites,1
Histology aspects,Adult Hepatocellular Carcinoma,1
Subtype (attribute),Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Disease,Angiosarcoma of liver,1
Life Expectancy Less than Ten Years,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Experimental Result,Acute Undifferentiated Leukemia,1
Beginning,Carcinoma ex pleomorphic adenoma of parotid gland,1
High risk of,Colorectal cancer,1
Solid Dose Form,Anterior Urethral Malignant Neoplasm,1
Diagnosis Study,Malignant melanoma of eyelid,1
Detected (finding),Unresectable Rhabdomyosarcoma,1
Bruising,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
United States,Human Papillomavirus-Related Carcinoma,1
Down Syndrome,Acute Undifferentiated Leukemia,1
Old,Malignant Testicular Sertoli Cell Tumor,1
Base - General Qualifier,Uterine Cancer,1
Death (finding),Malignant Testicular Sertoli Cell Tumor,1
radiotherapeutic,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Slight (qualifier value),Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Status post,Acantholytic squamous cell carcinoma,1
Consistency,Thymic Clear Cell Carcinoma,1
Series - set of composite instances,Collecting Duct Carcinoma of the Kidney,1
Negation,Malignant melanoma of eyelid,1
radiotherapeutic,Acantholytic squamous cell carcinoma,1
Risk,Adult Hepatocellular Carcinoma,1
Similarity,Intestinal Neuroendocrine Carcinoma,1
Base - General Qualifier,Breast Ductal Adenoma,1
Cell Count,Liver Cavernous Hemangioma,1
Absence (morphologic abnormality),Female Breast Carcinoma,1
radiotherapeutic,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Neoplasm Metastasis,Adult Alveolar Soft Part Sarcoma,1
Hemorrhage,Stage II Carcinoma of Penis,1
Present,adenoid cystic carcinoma of lung,1
Stem of Organ,Rhabdomyosarcoma with ganglionic differentiation,1
Inferior,Childhood Cerebellar Neoplasm,1
Etiology aspects,Undifferentiated Endocervical Sarcoma,1
How Often Weight Loss,Hodgkin lymphoma,1
Including (qualifier),squamous cell carcinoma of the thyroid gland,1
Back Pain,Stage IB Pancreatic Cancer AJCC v8,1
Numerous,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Characterization,Adult Fibrolamellar Carcinoma,1
Improving (qualifier value),Unresectable Rhabdomyosarcoma,1
common types,Human Papillomavirus-Related Carcinoma,1
Five-year Survival Rate,Undifferentiated Endocervical Sarcoma,1
Count of entities,Acute Undifferentiated Leukemia,1
Metastatic Neoplasm,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Collection (action),Liver Cavernous Hemangioma,1
How Much Distress Weight Loss,Mucinous adenocarcinoma gastric,1
Chest Wall Pain,Diffuse malignant mesothelioma,1
Circulating blood,Digestive System Hodgkin Lymphoma,1
Disease remission,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Esophageal pH Monitoring,Refractory Barrett Esophagus,1
*Type - Kind of quantity,Metastatic Ductal Breast Carcinoma,1
Malignant Neoplasms,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Feature,Recurrent Testicular Lymphoma,1
Greater than one,gliosarcoma,1
Malignant Neoplasms,Adult Hepatocellular Carcinoma,1
With shape,Giant cell angiofibroma,1
Amount type - Percentage,Diffuse malignant mesothelioma,1
include - SetOperator,Diffuse malignant mesothelioma,1
Symptoms,Anterior Urethral Malignant Neoplasm,1
alone - group size,Endometrial Small Cell Carcinoma,1
Chemotherapy,Acantholytic squamous cell carcinoma,1
Basis - conceptual entity,Breast Ductal Adenoma,1
Pathological Dilatation,Undifferentiated Endocervical Sarcoma,1
Type - attribute,Acantholytic squamous cell carcinoma,1
Mass of pancreas,Serous cystadenocarcinoma ovary,1
Chemotherapy,Metastatic Carcinoma in the Lung,1
Infrequent,Pancreatic Intraepithelial Neoplasia-3,1
Medical History,Recurrent Uveal Melanoma,1
Areas <moth>,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Fever symptoms (finding),Localized Askin Tumor,1
Biologic Development,Acute Undifferentiated Leukemia,1
Slightly Agree,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
white blood cell type,Methotrexate-Associated Hodgkin Lymphoma,1
Greater,Digestive System Hodgkin Lymphoma,1
Left,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Descending,Recurrent Uveal Melanoma,1
Cell Count,mucinous adenocarcinoma of gallbladder,1
Extravasation,Hemangioma,1
Fever,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Replacement,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Carcinoid Tumor,Intestinal Neuroendocrine Carcinoma,1
Five-year Survival Rate,Malignant melanoma of eyelid,1
Response to treatment,Acantholytic squamous cell carcinoma,1
Extra-location,Spermatocytic seminoma,1
Cells,Neonatal leukemia,1
How Often Weight Loss,Stage I Adult Non-Hodgkin Lymphoma,1
Primary malignant neoplasm,Acute Undifferentiated Leukemia,1
Immunotherapy,Unresectable Rhabdomyosarcoma,1
Injury due to exposure to external cause,Acantholytic squamous cell carcinoma,1
Neoplasm Metastasis,Choroid Necrotic Melanoma,1
Fever symptoms (finding),Stage I Adult Non-Hodgkin Lymphoma,1
Gestational trophoblastic disease,Undifferentiated Endocervical Sarcoma,1
Common (qualifier value),Acute Undifferentiated Leukemia,1
Subject Risk,Endometrial Small Cell Carcinoma,1
Fast Growing,Unfavorable Non-Hodgkin Lymphoma,1
Rare,Malignant Testicular Sertoli Cell Tumor,1
Cancer Genus,Malignant Neoplasm of Lung - Multiple Primary Sites,1
Malignant - descriptor,Neonatal leukemia,1
IPSS Risk Category Low,Clonal Hematopoiesis of Indeterminate Potential,1
Edema,Localized Askin Tumor,1
Etiology,Hemangioma,1
Lymphoid Tissue,Recurrent Testicular Lymphoma,1
Vomiting,Choroid Necrotic Melanoma,1
Sex Behavior,Stage II Carcinoma of Penis,1
Involvement with,Malignant melanoma of eyelid,1
More Often than Once a Day,Diffuse malignant mesothelioma,1
Onset of (contextual qualifier),Diffuse malignant mesothelioma,1
Treating,Acute Undifferentiated Leukemia,1
Type - attribute,Urethral Carcinoma,1
Hemorrhagic,Cancer of Urinary Tract,1
Lymphoma,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Term (lexical),Ampulla of Vater Tubular Adenoma,1
Chemotherapy Regimen,Metastatic Carcinoma in the Lung,1
Induce (action),Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Dimple,Adult Alveolar Soft Part Sarcoma,1
Body Excretions,Collecting Duct Carcinoma of the Kidney,1
MYELODYSPLASTIC SYNDROME,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Mass of body structure,benign mature teratoma of pancreas,1
Yellow complexion,Stage IB Pancreatic Cancer AJCC v8,1
Low Mitosis-Karyorrhexis Index,Primary Cutaneous Plasmablastic Lymphoma,1
Pediculus humanus capitis (eukaryote),Leptomeningeal sarcoma,1
Liquid Tumor,Clonal Hematopoiesis of Indeterminate Potential,1
Involvement with,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Image Feature,Colorectal Neuroendocrine Tumor G2,1
Greater than one,Leiomyoma of Gallbladder,1
pharmacotherapeutic,Undifferentiated Endocervical Sarcoma,1
Statistical Significance,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Togo,Metastatic Ductal Breast Carcinoma,1
Carcinoma,Stage IB Lung Cancer AJCC v7,1
Object Attribute,Refractory Barrett Esophagus,1
Tryptophanase,Stage II Carcinoma of Penis,1
Present,Deep Leiomyoma,1
Excision,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Recent,Angiosarcoma of liver,1
Obesity,Mucinous adenocarcinoma gastric,1
Abnormally high,Mucinous adenocarcinoma gastric,1
Accumulation,Mastocytosis,1
Providing (action),Digestive System Hodgkin Lymphoma,1
Known,Extracranial Neuroblastoma,1
Carcinoma breast stage IV,Testicular cancer metastatic,1
3+ Score,Mucinous adenocarcinoma gastric,1
Basis - conceptual entity,Female Breast Carcinoma,1
Presentation,Pilocytic astrocytoma of cerebellum,1
Malignant tumor of cervix,Human Papillomavirus-Related Carcinoma,1
Neoplasm Metastasis,adenosquamous carcinoma of breast,1
Classical (qualifier value),Metastatic Neoplasm to the Gallbladder,1
Base - General Qualifier,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
More Often than Once a Day,Pilocytic astrocytoma of cerebellum,1
Limited stage (cancer stage),Endometrial Small Cell Carcinoma,1
Common (qualifier value),Endometrial Small Cell Carcinoma,1
Characteristics,Giant cell angiofibroma,1
Primary,Sarcomatoid Renal Cell Carcinoma,1
Formation,Leiomyoma of Gallbladder,1
Consistency,Giant cell angiofibroma,1
Concept History,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Growth abnormality,Stage II Carcinoma of Penis,1
Firstly,Refractory Barrett Esophagus,1
Stem of Organ,Noninfiltrating Intraductal Carcinoma,1
Symptoms,Stage IB Pancreatic Cancer AJCC v8,1
Disease,Maxillary Sinus Adenocarcinoma,1
Known,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Vaginal Hemorrhage,Endometrial Small Cell Carcinoma,1
occurrence characteristics,Maxillary Sinus Adenocarcinoma,1
Cells,Recurrent Uveal Melanoma,1
Areas <moth>,Diffuse malignant mesothelioma,1
How Often Itching,Methotrexate-Associated Hodgkin Lymphoma,1
cancer classification,Female Breast Carcinoma,1
In Blood,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Infrequent,Stage II Carcinoma of Penis,1
Genetic syndrome,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Rare Lesion,Malignant neoplasm of choroid,1
Retinoic Acid Response Element,Benign Carotid Body Paraganglioma,1
Cells,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Channel,Adult Alveolar Soft Part Sarcoma,1
Environmental risk factor,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Patients,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Subgroup A Nepoviruses,Breast Ductal Adenoma,1
Asp snake,Adult Alveolar Soft Part Sarcoma,1
Reported Term,Maxillary Sinus Adenocarcinoma,1
Widening,Methotrexate-Associated Hodgkin Lymphoma,1
Malignant epithelioma,gliosarcoma,1
Uterine Cancer,Endometrial Small Cell Carcinoma,1
Splitting,Larynx carcinoma recurrent,1
Benign,Extra-Adrenal Paraganglioma,1
Malignant neoplasm of soft tissue,Granular Cell Leiomyosarcoma,1
Abnormally high,Diffuse malignant mesothelioma,1
Cessation of life,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Increased risk,Clonal Hematopoiesis of Indeterminate Potential,1
Very High Level,FIGO Stage II Ovarian Cancer,1
Anaphylactic shock,Mastocytosis,1
*Type - Kind of quantity,Malignant Testicular Sertoli Cell Tumor,1
Extent of disease,FIGO Stage II Ovarian Cancer,1
High,Recurrent Uveal Melanoma,1
Biomaterial Treatment,Adult Hepatocellular Carcinoma,1
IPSS Risk Category High,Mucinous adenocarcinoma gastric,1
Early,Acantholytic squamous cell carcinoma,1
Including (qualifier),adenosquamous carcinoma of breast,1
Testicular Germ Cell Tumor,Spermatocytic seminoma,1
Case (situation),Familial Adenomatous Polyposis Associated Medulloblastoma,1
Rare,Metastatic Neoplasm to the Gallbladder,1
Continuous,Thymic Clear Cell Carcinoma,1
Case (situation),Acute Undifferentiated Leukemia,1
Operative Surgical Procedures,Malignant Testicular Sertoli Cell Tumor,1
Involvement with,Refractory Barrett Esophagus,1
Free (available (qualifier)),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Borg Category-Ratio 10 Perceived Exertion Score 5,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Urinary Diversion,Bladder squamous cell carcinoma stage I,1
Permanent,Primary Cutaneous Plasmablastic Lymphoma,1
65+,Diffuse malignant mesothelioma,1
Mutation,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
1+ Score,Leiomyoma of Gallbladder,1
Symptoms aspect,Clonal Hematopoiesis of Indeterminate Potential,1
1+,Leiomyoma of Gallbladder,1
Food allergenic extracts,Mucinous adenocarcinoma gastric,1
Formed,Testicular cancer metastatic,1
Structure of zygote,Adult Alveolar Soft Part Sarcoma,1
Childhood Germ Cell Tumor,Childhood Central Nervous System Immature Teratoma,1
Epithelial Cells,Thymic Clear Cell Carcinoma,1
Adjacent,Recurrent Testicular Lymphoma,1
IPSS Risk Category High,Recurrent Uveal Melanoma,1
Laryngeal papillomatosis,Human Papillomavirus-Related Carcinoma,1
Southern Europe,Bladder squamous cell carcinoma stage I,1
Adult,Human Papillomavirus-Related Carcinoma,1
Weight decreased,Unfavorable Non-Hodgkin Lymphoma,1
Providing presence (regime/therapy),Liver Cavernous Hemangioma,1
Hypertensive disease,Endometrial Small Cell Carcinoma,1
Numerous,Leiomyoma of Gallbladder,1
High Risk Acute Leukemia,FIGO Stage II Ovarian Cancer,1
Entity Determiner - specific,Breast Ductal Adenoma,1
Caucasoid Race,Recurrent Testicular Lymphoma,1
Including (qualifier),Endometrial Small Cell Carcinoma,1
Biomaterial Treatment,Airway Hemangioma,1
Diagnosis Study,Acute Undifferentiated Leukemia,1
Most,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Large,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Aggressive course,Female Breast Carcinoma,1
View Tunnel,Adult Alveolar Soft Part Sarcoma,1
Continuance of life,Recurrent Uveal Melanoma,1
Congenital defects,Childhood Central Nervous System Immature Teratoma,1
Coughing,adenosquamous carcinoma of breast,1
Formation,Breast Ductal Adenoma,1
Macrophage count,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Obesity,Pancreatic Intraepithelial Neoplasia-3,1
Increase,Endometrial Small Cell Carcinoma,1
Lichenification,Spongiotic dermatitis,1
Drop British,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Death (finding),Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Have Weight Loss,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
80%,Endometrial Small Cell Carcinoma,1
Primary Malignant Liver Neoplasm,Adult Hepatocellular Carcinoma,1
Image Feature,mucinous adenocarcinoma of gallbladder,1
Mode of inheritance,Ichthyoses,1
Presentation,FIGO Stage II Ovarian Cancer,1
Biologic Development,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Diagnosis Study,Acantholytic squamous cell carcinoma,1
Cell Differentiation process,Germinoma,1
Third,Endometrial Small Cell Carcinoma,1
Radiological Exposure Device,Maxillary Sinus Adenocarcinoma,1
Palmitic Acid,Granular Cell Leiomyosarcoma,1
Skin Erosion,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Array Feature,Recurrent Testicular Lymphoma,1
Epithelial ovarian cancer,Advanced Uterine Corpus Carcinosarcoma,1
macromolecule,Unresectable Rhabdomyosarcoma,1
Skin,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Term (lexical),Granular Cell Leiomyosarcoma,1
Histamine H2 Receptor Antagonists [MoA],Refractory Barrett Esophagus,1
Involvement with,Choroid Necrotic Melanoma,1
Skin,Deep Leiomyoma,1
Normal,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Presence (property),Hemangioma,1
PREVENT (product),Recurrent Uveal Melanoma,1
Diagnosis,Acantholytic squamous cell carcinoma,1
Lymphadenopathy,Methotrexate-Associated Hodgkin Lymphoma,1
Classic Histology,Refractory Barrett Esophagus,1
Including (qualifier),Diffuse malignant mesothelioma,1
Esophageal Stricture,Refractory Barrett Esophagus,1
Descent,Recurrent Uveal Melanoma,1
Five-year Survival Rate,Carcinoma of urinary bladder,1
Wild flowers,Extracranial Neuroblastoma,1
Infrequent,Anterior Urethral Malignant Neoplasm,1
Cough Frequency,Diffuse malignant mesothelioma,1
Pediculus humanus capitis (eukaryote),Adult Alveolar Soft Part Sarcoma,1
Large,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
*Type - Kind of quantity,Endometrial Small Cell Carcinoma,1
Dyspnea,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Large,Acute Undifferentiated Leukemia,1
Daily Living,Digestive System Hodgkin Lymphoma,1
Have Weight Loss,Unfavorable Non-Hodgkin Lymphoma,1
Broken skin,Malignant melanoma of eyelid,1
Free of (attribute),Familial Hemophagocytic Lymphocytosis,1
DNA,Human Papillomavirus-Related Carcinoma,1
Malignancy,Testicular cancer metastatic,1
Primary malignant neoplasm,Colorectal High Grade B-Cell Lymphoma,1
Kissing,Extracranial Neuroblastoma,1
Increase,Female Breast Carcinoma,1
Ultraviolet Light Sterilization,Malignant melanoma of eyelid,1
Ulceration,Stage II Carcinoma of Penis,1
Primary malignant neoplasm,Familial Adenomatous Polyposis Associated Medulloblastoma,1
white blood cell type,Stage I Adult Non-Hodgkin Lymphoma,1
Condyloma,Stage II Carcinoma of Penis,1
Malignant neoplasm of breast,Metastatic Ductal Breast Carcinoma,1
Malignant Neoplasms,Advanced Uterine Corpus Carcinosarcoma,1
Initial Usage,Testicular cancer metastatic,1
